wall_s,iso,cpu_c,load1,gpu_util,gpu_c
0,15:48:57,75,1.62,2,39
1,15:48:58,75,1.62,2,38
2,15:48:59,75,1.62,1,38
3,15:49:00,75,1.62,3,39
4,15:49:01,77,1.62,2,38
5,15:49:02,78,1.89,2,40
6,15:49:03,79,1.89,2,40
7,15:49:04,79,1.89,2,40
8,15:49:05,79,1.89,2,39
9,15:49:06,79,1.89,4,39
10,15:49:07,79,2.14,5,39
11,15:49:08,81,2.14,2,39
12,15:49:09,80,2.14,4,39
13,15:49:10,80,2.14,8,42
14,15:49:11,80,2.14,7,40
15,15:49:12,80,3.01,6,40
16,15:49:13,80,3.01,7,40
17,15:49:14,80,3.01,7,40
18,15:49:15,80,3.01,6,41
19,15:49:16,80,3.01,8,43
20,15:49:17,81,3.17,6,40
21,15:49:18,80,3.17,8,40
22,15:49:19,80,3.17,6,40
23,15:49:20,80,3.17,11,40
24,15:49:21,80,3.15,6,40
25,15:49:22,79,3.15,6,41
26,15:49:23,79,3.15,6,41
27,15:49:24,79,3.15,6,40
29,15:49:26,80,3.15,6,40
30,15:49:27,80,3.30,8,40
31,15:49:28,81,3.30,6,41
32,15:49:29,81,3.30,6,39
33,15:49:30,80,3.30,11,40
34,15:49:31,80,3.30,7,40
35,15:49:32,80,3.60,6,40
36,15:49:33,80,3.60,6,39
37,15:49:34,80,3.60,7,40
38,15:49:35,80,3.60,6,40
39,15:49:36,80,3.60,8,39
40,15:49:37,80,3.55,7,40
41,15:49:38,80,3.55,6,40
42,15:49:39,80,3.55,6,40
43,15:49:40,80,3.55,8,40
44,15:49:41,80,3.55,7,40
45,15:49:42,80,3.67,6,40
46,15:49:43,81,3.67,7,40
47,15:49:44,81,3.67,7,40
48,15:49:45,81,3.67,12,40
49,15:49:46,81,3.67,7,40
50,15:49:47,80,4.65,6,40
51,15:49:48,80,4.65,6,40
52,15:49:49,80,4.65,6,40
53,15:49:50,80,4.65,6,40
54,15:49:51,81,4.36,6,40
55,15:49:52,80,4.36,11,40
56,15:49:53,81,4.36,6,40
57,15:49:54,81,4.36,6,43
58,15:49:55,80,4.36,1,39
