method,run,success,arrival_time_s,total_time_s,path_length_m,tracking_rmse_m,smooth_vx,smooth_vy,smooth_wz,jerk_vx,jerk_vy,jerk_wz,min_clearance_m,collision_count,collided,clearance_source,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,goal_xy_x,goal_xy_y,final_dist_to_goal_m,min_dist_to_goal_m,pose_source,success_source,controller_arrival_dist_m,n_odom,n_cmd,n_plan,n_obstacles,n_solve_time,bag
gmpc_cbf,scan_seed1,True,211.85530042648315,214.97019338607788,58.82060201834023,0.2772116399821385,0.1682837511258856,0.17157877047227296,0.5664209750613752,0.801620767362454,0.6031788311651995,1.2061725846996831,-0.09384471871911695,2,True,gt_pose+static,13.45823750695764,78.64755477905271,344.3377380371094,11.350000191479921,10.250000175088644,0.01734103501478545,0.01626380155589488,map_tf,controller_log,0.186,5317,4292,71,2066,2799,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed1
gmpc_cbf,scan_seed3,False,nan,247.50898385047913,49.7215107502488,0.24604734625857863,0.14493117265367916,0.12328407752529506,0.3543801071919867,0.8000453312263407,0.6007667435937228,1.2011087662082218,-0.04504902432036073,4,True,gt_pose+static,11.73650410780412,55.54121646881098,355.71649169921875,8.55000014975667,0.8500000350177288,11.975027711809428,5.450000932347581,map_tf,none,nan,6208,4974,58,2339,4120,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed3
gmpc_cbf,scan_seed4,True,140.97718596458435,143.6571764945984,38.47844197142604,0.2713678774275952,0.11482567029702366,0.1470620050356826,0.4824563454288627,0.8007402641609512,0.6028912282849174,1.203278547422585,-0.10496395119681412,1,True,gt_pose+static,10.437324375614592,79.52316703796356,372.2133483886719,9.05000015720725,13.750000227242708,0.24033309112352524,0.23924514766427912,map_tf,controller_log,0.29,3591,2880,47,1407,2170,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed4
gmpc_cbf,scan_seed5,True,90.73631834983826,93.57640814781189,20.48964217832608,0.03561352288719611,0.06703834990241811,0.10399676999562216,0.23801960689187457,0.5557019203236422,0.43430460438413465,1.1982172336343506,0.1758384448894449,0,False,gt_pose+static,0.9625495470318088,1.1871877670288082,54.824623107910156,5.050000097602606,16.650000270456076,0.2667355234842227,0.2653669039350027,map_tf,controller_log,0.299,2340,1872,31,959,1817,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed5
gmpc_cbf,scan_seed6,True,94.30402946472168,245.1441547870636,21.43499223824724,0.04637976858009585,0.09662329536628741,0.0665231653678374,0.16521628697994745,0.4613348257126929,0.3354132446511332,0.8134187187454731,-0.13746960106107942,4,True,gt_pose+static,1.7122668315359253,3.3188229680061285,67.36013793945312,7.450000133365393,1.9500000514090061,0.29994398187737165,0.29700333796964823,map_tf,controller_log,0.298,6176,4943,31,990,1880,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed6
gmpc_cbf,scan_seed7,True,99.46673202514648,102.30701756477356,23.094032004074172,0.08823095607747146,0.09978802991911581,0.08826029229065423,0.19289002015818016,0.6916087897375023,0.5996419132469343,0.7488376530470043,-0.14995109766091533,1,True,gt_pose+static,2.1936553666553085,11.679743146896307,59.69602966308594,-0.04999997839331627,7.850000139325857,0.20468310789300573,0.20295638386074152,map_tf,controller_log,0.296,2613,2085,33,901,1994,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed7
gmpc_cbf,scan_seed8,True,157.33523893356323,160.1382520198822,37.25136870473112,0.13435981343610115,0.10936606255375529,0.10505121776661391,0.3153697518684491,0.7993661187224984,0.6000105874758366,1.2021900464219535,-0.18118992593951405,4,True,gt_pose+static,2.890134406689539,22.710691452026367,74.35739135742188,9.650000166147947,-0.2499999813735485,0.3116999692463621,0.3103947617658767,map_tf,controller_log,0.293,4053,3238,108,1591,3133,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed8
gmpc_cbf,scan_seed9,True,120.84543561935425,123.56549000740051,28.523754993137572,0.17211626866284124,0.12230901276857659,0.09497188041841065,0.2850902380485247,0.79835167834245,0.5998817765316676,1.198471588964938,5.551115123125783e-17,0,False,gt_pose+static,2.786714161047037,19.80566730499245,71.16743469238281,-0.09999997913837433,8.700000151991844,0.2549265585040461,0.25359037680646423,map_tf,controller_log,0.299,3170,2491,41,1217,2415,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed9
gmpc_cbf,scan_seed10,True,109.32013392448425,112.12026858329773,25.953018426250093,0.13858785552206881,0.11688491505808314,0.12061895305070038,0.23556694782774756,0.6844176574298556,0.5995398603331795,1.1543313869332494,0.013160638780969791,0,False,gt_pose+static,3.199342072030518,33.625088119506835,54.53206253051758,13.300000220537186,15.100000247359276,0.2566682943576283,0.25524122316755266,map_tf,controller_log,0.29,2882,2293,38,1081,2183,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed10
gmpc_cbf,scan_seed11,True,99.76797914505005,102.3680067062378,23.285781042867132,0.06100703479445892,0.09589716910705617,0.09415287830906036,0.310328744110133,0.6769726109367588,0.5988019085095867,1.1992015607634459,0.06055512754639897,0,False,gt_pose+static,1.7580468989100893,3.9504914522170993,83.99015045166016,1.9500000514090061,5.750000108033419,0.24540928640717272,0.2452926713471709,map_tf,controller_log,0.286,2627,2090,34,1001,1983,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed11
