run,seed,rep,cond,obs,c_min,t_min,pre_vyb,pre_ang,core_vyb,core_ang,post_vyb,post_ang
isaac_bigarena_gmpc_scan__seed2__c10_s2_r2_off_061347,2,r2,off,dyn_obs_7,0.4470011509206289,37.039999172273866,0.16756972947991924,135.2080096230835,0.1302974021379892,143.79315590728788,0.15645905312950828,135.41219953518268
isaac_bigarena_gmpc_scan__seed3__c10_s3_r1_off_035930,3,r1,off,dyn_obs_5,0.2931139977553208,66.18999852039451,0.20042817979258348,112.29172107208635,0.20163355929374557,64.3989206609144,0.18999838977909228,61.151680599683196
isaac_bigarena_gmpc_scan__seed3__c10_s3_r1_off_035930,3,r1,off,dyn_obs_8,0.21512366501544394,78.1899982523945,0.06846930146799476,17.059354783386517,0.06460214915260402,16.828366877895913,0.023338078945717322,6.326845325115721
isaac_bigarena_gmpc_scan__seed3__c10_s3_r2_off_041545,3,r2,off,dyn_obs_5,0.28575821338623636,65.61999853311971,0.19567140533043378,114.1076171583448,0.2070934883863923,66.55547445658735,0.1629177533645004,47.37542037006075
isaac_bigarena_gmpc_scan__seed3__c10_s3_r2_off_041545,3,r2,off,dyn_obs_8,0.28995954979179756,78.5199982451197,0.11181293488372834,30.99919338247106,0.056512804051305904,14.286978079714839,0.018664217082207606,4.787877331200608
isaac_bigarena_gmpc_scan__seed5__c10_s5_r1_off_053117,5,r1,off,dyn_obs_2,0.03157052677161293,68.04999847908823,0.03724280341040379,170.65054338590198,0.1393749930722354,140.41547353290744,0.09839120308821364,154.59124580992335
isaac_bigarena_gmpc_scan__seed5__c10_s5_r1_off_053117,5,r1,off,dyn_obs_4,0.28972676854494456,20.349999545088224,0.009814907009562408,177.42428895051916,0.024237098125888326,173.92725436037864,0.10186370956413847,154.6414856296222
isaac_bigarena_gmpc_scan__seed5__c10_s5_r1_off_053117,5,r1,off,dyn_obs_7,0.19924484920998986,25.999999419088226,0.0869140443783166,156.09859263633564,0.13698196466446727,141.45607648429012,0.1323104758120678,143.89405514262887
isaac_bigarena_gmpc_scan__seed5__c10_s5_r2_off_054816,5,r2,off,dyn_obs_2,0.016541260463202867,74.31999833859516,0.05236956283523839,166.83375994274647,0.1514964909452059,111.43508264466095,0.14744378688105458,139.52017961063592
isaac_bigarena_gmpc_scan__seed5__c10_s5_r2_off_054816,5,r2,off,dyn_obs_4,0.221985242804231,19.769999558595146,0.009905315685692405,177.3755060237963,0.03320860848761231,170.804037105958,0.10422694360759875,152.0532717241953
isaac_bigarena_gmpc_scan__seed5__c10_s5_r2_off_054816,5,r2,off,dyn_obs_7,0.2281508407250002,25.91999942059516,0.09510031725249626,154.86893065982824,0.13542199514115544,142.76883398675076,0.13895731334231007,141.51100969056708
isaac_bigarena_gmpc_scan_heading__seed18__c10_s18_r2_on_045139,18,r2,on,dyn_obs_0,0.08446802397796344,32.419999275774074,0.07464656117564862,18.927664565668337,0.06966021068311032,18.475323078464793,0.11288669669639487,39.60139508429261
