step,t,base_x,base_y,base_z,base_yaw_deg,cmd_joint1,cmd_joint2,cmd_joint3,cmd_joint4,cmd_joint5,cmd_joint6,q_joint1,q_joint2,q_joint3,q_joint4,q_joint5,q_joint6,qd_joint1,qd_joint2,qd_joint3,qd_joint4,qd_joint5,qd_joint6,meff_joint1,meff_joint2,meff_joint3,meff_joint4,meff_joint5,meff_joint6
75,11.24000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894472718,-1.570632339,0.000094823,-0.015485922,0.006074306,-0.004382233,-0.004422536,-0.000871807,0.000011,-14.337602,6.113499,0.274907,-0.536149,0.067335
76,11.25000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472539,-1.570632100,0.000094959,-0.015486280,0.006072275,-0.004379503,-0.004419215,-0.000869949,0.000016,-14.337534,6.113447,0.274908,-0.536142,0.067335
77,11.26000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472599,-1.570632100,0.000096788,-0.015480009,0.006048394,-0.004336576,-0.005889338,-0.001660322,0.000012,-14.337600,6.113496,0.274907,-0.536148,0.067335
78,11.27000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450152,-0.894472659,-1.570632458,0.000094808,-0.015486035,0.006074395,-0.004382723,-0.004418630,-0.000869878,0.000014,-14.337573,6.113473,0.274908,-0.536146,0.067335
79,11.28000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894472778,-1.570633054,0.000096694,-0.015479722,0.006049930,-0.004338484,-0.005895606,-0.001663640,0.000011,-14.337588,6.113492,0.274908,-0.536148,0.067335
80,11.29000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450168,-0.894473195,-1.570634007,0.000096659,-0.015479622,0.006051030,-0.004339500,-0.005917100,-0.001675049,0.000014,-14.337609,6.113497,0.274908,-0.536149,0.067335
81,11.30000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450166,-0.894473135,-1.570633650,0.000094926,-0.015485961,0.006073454,-0.004379944,-0.004422263,-0.000870947,0.000016,-14.337489,6.113419,0.274908,-0.536139,0.067335
82,11.31000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450164,-0.894473135,-1.570633531,0.000096932,-0.015479906,0.006047158,-0.004333448,-0.005933636,-0.001683443,0.000013,-14.337573,6.113477,0.274907,-0.536146,0.067335
83,11.32000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450162,-0.894473135,-1.570633173,0.000096874,-0.015480135,0.006047833,-0.004334835,-0.005883442,-0.001656538,0.000013,-14.337565,6.113468,0.274908,-0.536145,0.067335
84,11.33000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450169,-0.894473255,-1.570633531,0.000096780,-0.015479807,0.006049199,-0.004336846,-0.005922134,-0.001677673,0.000013,-14.337609,6.113500,0.274907,-0.536149,0.067335
85,11.34000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450171,-0.894473255,-1.570633292,0.000094890,-0.015486075,0.006073852,-0.004380920,-0.004422259,-0.000871240,0.000015,-14.337535,6.113449,0.274908,-0.536143,0.067335
86,11.35000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450168,-0.894473255,-1.570632935,0.000096942,-0.015479934,0.006046771,-0.004333295,-0.005937555,-0.001685801,0.000014,-14.337557,6.113466,0.274907,-0.536145,0.067335
87,11.36000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450169,-0.894473255,-1.570632815,0.000094854,-0.015486009,0.006073989,-0.004381705,-0.004420797,-0.000870758,0.000013,-14.337575,6.113477,0.274908,-0.536146,0.067335
88,11.37000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450166,-0.894473195,-1.570632815,0.000096911,-0.015479814,0.006046940,-0.004333934,-0.005941588,-0.001688211,0.000013,-14.337558,6.113466,0.274907,-0.536145,0.067335
89,11.38000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450165,-0.894473195,-1.570632815,0.000096910,-0.015479734,0.006046972,-0.004333909,-0.005948329,-0.001691817,0.000013,-14.337571,6.113472,0.274908,-0.536146,0.067335
90,11.39000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450164,-0.894473195,-1.570632815,0.000096908,-0.015479741,0.006047030,-0.004333954,-0.005946696,-0.001690941,0.000014,-14.337567,6.113472,0.274908,-0.536145,0.067335
91,11.40000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450164,-0.894473195,-1.570632815,0.000096891,-0.015479706,0.006047243,-0.004334290,-0.005947649,-0.001691455,0.000013,-14.337575,6.113474,0.274908,-0.536146,0.067335
92,11.41000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450164,-0.894473195,-1.570632815,0.000096898,-0.015479775,0.006047132,-0.004334167,-0.005939961,-0.001687296,0.000014,-14.337564,6.113468,0.274908,-0.536145,0.067335
93,11.42000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450163,-0.894473195,-1.570632815,0.000096894,-0.015479710,0.006047204,-0.004334237,-0.005947678,-0.001691486,0.000013,-14.337571,6.113474,0.274908,-0.536146,0.067335
94,11.43000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450163,-0.894473195,-1.570632815,0.000096888,-0.015479749,0.006047274,-0.004334376,-0.005940997,-0.001687885,0.000013,-14.337565,6.113472,0.274908,-0.536145,0.067335
95,11.44000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450163,-0.894473195,-1.570632815,0.000096911,-0.015479794,0.006046940,-0.004333879,-0.005942591,-0.001688708,0.000014,-14.337564,6.113470,0.274908,-0.536145,0.067335
96,11.45000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450162,-0.894473195,-1.570632935,0.000094866,-0.015485998,0.006073734,-0.004381418,-0.004419356,-0.000870015,0.000013,-14.337565,6.113473,0.274908,-0.536145,0.067335
97,11.46000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473135,-1.570632935,0.000096957,-0.015479887,0.006046376,-0.004332886,-0.005946805,-0.001690865,0.000014,-14.337560,6.113468,0.274908,-0.536145,0.067335
98,11.47000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450160,-0.894473135,-1.570632696,0.000094852,-0.015486015,0.006074040,-0.004381733,-0.004419608,-0.000870126,0.000013,-14.337583,6.113481,0.274908,-0.536147,0.067335
99,11.48000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894473135,-1.570632696,0.000096942,-0.015480026,0.006046456,-0.004333310,-0.005940013,-0.001687352,0.000014,-14.337554,6.113464,0.274908,-0.536144,0.067335
100,11.49000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473135,-1.570632696,0.000094863,-0.015486124,0.006073733,-0.004381529,-0.004418802,-0.000869732,0.000013,-14.337579,6.113479,0.274908,-0.536146,0.067335
101,11.50000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450157,-0.894473135,-1.570632577,0.000094878,-0.015486067,0.006073454,-0.004381122,-0.004418586,-0.000869637,0.000013,-14.337557,6.113467,0.274908,-0.536145,0.067335
102,11.51000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450157,-0.894473135,-1.570632696,0.000094843,-0.015486089,0.006073945,-0.004381963,-0.004418725,-0.000869791,0.000013,-14.337581,6.113482,0.274908,-0.536146,0.067335
103,11.52000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450154,-0.894473135,-1.570632458,0.000096963,-0.015479983,0.006046142,-0.004332765,-0.005947058,-0.001691115,0.000013,-14.337550,6.113461,0.274908,-0.536144,0.067335
104,11.53000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894473195,-1.570632935,0.000094812,-0.015485985,0.006074314,-0.004382538,-0.004420588,-0.000870894,0.000012,-14.337588,6.113487,0.274907,-0.536147,0.067335
105,11.54000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450153,-0.894473135,-1.570632696,0.000096888,-0.015479679,0.006046976,-0.004333851,-0.005929177,-0.001681417,0.000012,-14.337537,6.113457,0.274908,-0.536144,0.067335
106,11.55000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450153,-0.894473135,-1.570632458,0.000094877,-0.015486009,0.006073407,-0.004381079,-0.004419058,-0.000869876,0.000015,-14.337570,6.113474,0.274908,-0.536146,0.067335
107,11.56000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450152,-0.894473135,-1.570632458,0.000094881,-0.015486136,0.006073243,-0.004381046,-0.004418655,-0.000869782,0.000013,-14.337571,6.113472,0.274908,-0.536145,0.067335
108,11.57000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450153,-0.894473135,-1.570632935,0.000094822,-0.015486069,0.006074188,-0.004382350,-0.004419765,-0.000870440,0.000013,-14.337586,6.113486,0.274908,-0.536147,0.067335
109,11.58000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894473016,-1.570632696,0.000096964,-0.015479922,0.006046160,-0.004332663,-0.005938279,-0.001686294,0.000014,-14.337537,6.113455,0.274908,-0.536143,0.067335
110,11.59000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450151,-0.894473016,-1.570632458,0.000096831,-0.015480143,0.006047951,-0.004335613,-0.005885926,-0.001658254,0.000013,-14.337588,6.113486,0.274908,-0.536147,0.067335
111,11.60000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450159,-0.894473135,-1.570633292,0.000096707,-0.015479553,0.006049574,-0.004337927,-0.005922913,-0.001678433,0.000011,-14.337602,6.113497,0.274907,-0.536148,0.067335
112,11.61000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473076,-1.570633054,0.000094944,-0.015486183,0.006072897,-0.004379712,-0.004419678,-0.000869865,0.000017,-14.337518,6.113437,0.274908,-0.536141,0.067335
113,11.62000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450158,-0.894473016,-1.570632815,0.000094874,-0.015486070,0.006073754,-0.004381201,-0.004420318,-0.000870414,0.000012,-14.337584,6.113482,0.274907,-0.536147,0.067335
114,11.63000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450154,-0.894472957,-1.570632577,0.000094908,-0.015486129,0.006073157,-0.004380509,-0.004418734,-0.000869588,0.000014,-14.337554,6.113463,0.274908,-0.536144,0.067335
115,11.64000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450152,-0.894472897,-1.570632458,0.000094833,-0.015485959,0.006074117,-0.004381991,-0.004421263,-0.000871115,0.000012,-14.337581,6.113482,0.274907,-0.536147,0.067335
116,11.65000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472659,-1.570632219,0.000096998,-0.015480051,0.006045545,-0.004331960,-0.005937569,-0.001686030,0.000015,-14.337529,6.113449,0.274908,-0.536142,0.067335
117,11.66000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450147,-0.894472718,-1.570632100,0.000096790,-0.015479874,0.006048325,-0.004336303,-0.005902183,-0.001667203,0.000011,-14.337602,6.113498,0.274907,-0.536149,0.067335
118,11.67000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472778,-1.570632458,0.000096809,-0.015479881,0.006048087,-0.004336141,-0.005914175,-0.001673764,0.000014,-14.337569,6.113472,0.274908,-0.536146,0.067335
119,11.68000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450155,-0.894472837,-1.570633054,0.000096743,-0.015479682,0.006049062,-0.004337217,-0.005905640,-0.001669048,0.000011,-14.337577,6.113480,0.274908,-0.536147,0.067335
120,11.69000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894472897,-1.570632935,0.000096831,-0.015479770,0.006048065,-0.004335276,-0.005906197,-0.001669009,0.000014,-14.337550,6.113459,0.274908,-0.536144,0.067335
121,11.70000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450162,-0.894473016,-1.570633292,0.000096775,-0.015479819,0.006049005,-0.004336827,-0.005907645,-0.001669888,0.000014,-14.337598,6.113486,0.274908,-0.536147,0.067335
122,11.71000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450164,-0.894473076,-1.570633173,0.000096807,-0.015479788,0.006048599,-0.004335943,-0.005901561,-0.001666458,0.000014,-14.337550,6.113463,0.274908,-0.536144,0.067335
123,11.72000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450170,-0.894473195,-1.570633292,0.000096742,-0.015479734,0.006049500,-0.004337366,-0.005903242,-0.001667485,0.000013,-14.337590,6.113486,0.274908,-0.536147,0.067335
124,11.73000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450172,-0.894473255,-1.570633054,0.000094860,-0.015485973,0.006074084,-0.004381528,-0.004420933,-0.000870677,0.000015,-14.337541,6.113454,0.274908,-0.536143,0.067335
125,11.74000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450169,-0.894473255,-1.570632935,0.000096932,-0.015479913,0.006046792,-0.004333531,-0.005933507,-0.001683694,0.000014,-14.337554,6.113465,0.274907,-0.536144,0.067335
126,11.75000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450170,-0.894473255,-1.570633054,0.000094848,-0.015486047,0.006074156,-0.004381924,-0.004420409,-0.000870572,0.000013,-14.337585,6.113481,0.274908,-0.536147,0.067335
127,11.76000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450167,-0.894473255,-1.570632935,0.000096902,-0.015479802,0.006047235,-0.004334151,-0.005939868,-0.001687173,0.000014,-14.337561,6.113468,0.274908,-0.536145,0.067335
128,11.77000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450166,-0.894473255,-1.570632935,0.000096913,-0.015479759,0.006046995,-0.004333851,-0.005946829,-0.001690973,0.000013,-14.337562,6.113469,0.274908,-0.536145,0.067335
129,11.78000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450166,-0.894473255,-1.570632815,0.000096919,-0.015479850,0.006046944,-0.004333739,-0.005942084,-0.001688412,0.000013,-14.337564,6.113472,0.274908,-0.536145,0.067335
130,11.79000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450166,-0.894473255,-1.570632815,0.000094863,-0.015486001,0.006073768,-0.004381471,-0.004420092,-0.000870429,0.000013,-14.337567,6.113471,0.274908,-0.536145,0.067335
131,11.80000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450164,-0.894473255,-1.570632815,0.000094851,-0.015486006,0.006073946,-0.004381776,-0.004418882,-0.000869769,0.000013,-14.337573,6.113475,0.274908,-0.536146,0.067335
132,11.81000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450162,-0.894473195,-1.570632815,0.000094829,-0.015485883,0.006074218,-0.004382174,-0.004419585,-0.000870167,0.000013,-14.337568,6.113474,0.274908,-0.536146,0.067335
133,11.82000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450160,-0.894473195,-1.570632815,0.000096908,-0.015479885,0.006046966,-0.004333963,-0.005934183,-0.001684202,0.000014,-14.337560,6.113466,0.274908,-0.536145,0.067335
134,11.83000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473195,-1.570632577,0.000094855,-0.015485985,0.006073931,-0.004381724,-0.004419731,-0.000870243,0.000014,-14.337573,6.113475,0.274908,-0.536146,0.067335
135,11.84000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473195,-1.570632696,0.000096884,-0.015479816,0.006047220,-0.004334496,-0.005945189,-0.001690272,0.000013,-14.337573,6.113475,0.274908,-0.536146,0.067335
136,11.85000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473195,-1.570632696,0.000096897,-0.015479786,0.006047025,-0.004334145,-0.005939289,-0.001687038,0.000014,-14.337557,6.113467,0.274908,-0.536145,0.067335
137,11.86000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450160,-0.894473195,-1.570632815,0.000096884,-0.015479726,0.006047283,-0.004334447,-0.005948500,-0.001691996,0.000013,-14.337575,6.113479,0.274908,-0.536146,0.067335
138,11.87000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894473135,-1.570632696,0.000096938,-0.015479887,0.006046521,-0.004333292,-0.005936071,-0.001685159,0.000014,-14.337548,6.113461,0.274908,-0.536144,0.067335
139,11.88000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894473135,-1.570632577,0.000094880,-0.015486134,0.006073464,-0.004381127,-0.004418955,-0.000869808,0.000013,-14.337577,6.113478,0.274908,-0.536146,0.067335
140,11.89000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894473135,-1.570632458,0.000094877,-0.015486124,0.006073425,-0.004381198,-0.004418499,-0.000869637,0.000013,-14.337567,6.113472,0.274908,-0.536145,0.067335
141,11.90000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894473135,-1.570632458,0.000094871,-0.015486119,0.006073430,-0.004381316,-0.004419031,-0.000869984,0.000014,-14.337569,6.113472,0.274908,-0.536145,0.067335
142,11.91000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894473135,-1.570632458,0.000094859,-0.015486102,0.006073629,-0.004381582,-0.004418433,-0.000869693,0.000013,-14.337570,6.113475,0.274908,-0.536146,0.067335
143,11.92000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450157,-0.894473195,-1.570632696,0.000094808,-0.015486018,0.006074389,-0.004382710,-0.004418696,-0.000869883,0.000013,-14.337583,6.113482,0.274908,-0.536147,0.067335
144,11.93000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450154,-0.894473195,-1.570632696,0.000096915,-0.015479787,0.006046812,-0.004333731,-0.005945971,-0.001690612,0.000014,-14.337548,6.113461,0.274908,-0.536144,0.067335
145,11.94000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894473195,-1.570632815,0.000096890,-0.015479814,0.006047218,-0.004334388,-0.005946430,-0.001690860,0.000013,-14.337580,6.113481,0.274908,-0.536146,0.067335
146,11.95000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450153,-0.894473016,-1.570632815,0.000096969,-0.015479917,0.006046048,-0.004332610,-0.005941652,-0.001688154,0.000015,-14.337539,6.113456,0.274908,-0.536143,0.067335
147,11.96000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450155,-0.894473016,-1.570632577,0.000094868,-0.015486064,0.006073772,-0.004381321,-0.004420085,-0.000870319,0.000013,-14.337588,6.113486,0.274908,-0.536147,0.067335
148,11.97000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472897,-1.570632339,0.000094906,-0.015486072,0.006073012,-0.004380499,-0.004418451,-0.000869550,0.000014,-14.337544,6.113460,0.274907,-0.536144,0.067335
149,11.98000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472897,-1.570632339,0.000096788,-0.015480073,0.006048401,-0.004336575,-0.005884359,-0.001657608,0.000013,-14.337592,6.113490,0.274908,-0.536148,0.067335
150,11.99000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450156,-0.894473016,-1.570633173,0.000096767,-0.015479820,0.006048962,-0.004337155,-0.005923754,-0.001678882,0.000013,-14.337593,6.113490,0.274908,-0.536148,0.067335
