wall_s,iso,cpu_c,load1,gpu_util,gpu_c
0,06:53:19,85,6.31,1,43
1,06:53:20,85,6.31,1,43
2,06:53:21,84,6.31,1,43
3,06:53:22,85,6.05,1,43
4,06:53:23,86,6.05,1,44
5,06:53:24,86,6.05,1,45
6,06:53:25,88,6.05,1,44
8,06:53:27,88,6.05,1,44
9,06:53:28,88,5.88,1,44
10,06:53:29,88,5.88,3,44
11,06:53:30,88,5.88,1,44
12,06:53:31,90,5.88,1,44
13,06:53:32,89,5.88,1,44
14,06:53:33,89,5.65,6,44
15,06:53:34,89,5.65,7,45
16,06:53:35,89,5.65,6,45
17,06:53:36,89,5.65,11,44
18,06:53:37,89,5.65,12,44
19,06:53:38,88,5.52,11,44
20,06:53:39,88,5.52,6,45
21,06:53:40,89,5.52,6,45
22,06:53:41,89,5.52,6,46
23,06:53:42,88,5.52,7,45
24,06:53:43,89,5.72,6,48
25,06:53:44,89,5.72,6,47
26,06:53:45,88,5.72,1,44
27,06:53:46,89,5.72,11,45
28,06:53:47,89,6.14,11,45
29,06:53:48,89,6.14,7,45
30,06:53:49,89,6.14,6,44
31,06:53:50,89,6.14,7,44
32,06:53:51,89,6.14,7,44
33,06:53:52,89,6.29,6,45
34,06:53:53,89,6.29,10,44
35,06:53:54,89,6.29,12,44
36,06:53:55,89,6.29,8,44
38,06:53:57,88,6.29,7,44
39,06:53:58,88,6.11,10,44
40,06:53:59,88,6.11,7,44
41,06:54:00,88,6.11,6,44
42,06:54:01,89,6.11,7,44
43,06:54:02,89,6.11,6,44
44,06:54:03,89,6.50,10,44
45,06:54:04,89,6.50,7,44
46,06:54:05,89,6.50,9,44
47,06:54:06,89,6.50,11,44
48,06:54:07,89,6.50,7,44
49,06:54:08,89,6.46,7,44
50,06:54:09,89,6.46,11,44
51,06:54:10,89,6.46,7,44
52,06:54:11,89,6.46,6,44
53,06:54:12,89,6.46,10,44
54,06:54:13,89,6.34,7,44
55,06:54:14,89,6.34,6,44
56,06:54:15,89,6.34,6,44
57,06:54:16,89,6.34,10,44
58,06:54:17,89,6.23,7,44
59,06:54:18,89,6.23,6,45
60,06:54:19,89,6.23,8,44
61,06:54:20,89,6.23,6,44
62,06:54:21,89,6.23,6,44
63,06:54:22,89,6.78,7,45
64,06:54:23,89,6.78,9,44
65,06:54:24,90,6.78,9,44
66,06:54:25,90,6.78,6,44
67,06:54:26,89,6.78,6,44
68,06:54:27,90,6.55,8,44
70,06:54:29,90,6.55,7,44
71,06:54:30,90,6.55,7,44
72,06:54:31,90,6.55,11,44
73,06:54:32,89,6.55,6,44
74,06:54:33,89,6.91,6,46
75,06:54:34,89,6.91,7,45
76,06:54:35,89,6.91,12,44
77,06:54:36,90,6.91,7,44
78,06:54:37,90,6.91,7,47
79,06:54:38,90,6.68,6,44
80,06:54:39,90,6.68,6,46
81,06:54:40,90,6.68,6,44
82,06:54:41,90,6.68,7,44
