wall_s,iso,cpu_c,load1,gpu_util,gpu_c
0,16:55:29,78,4.41,5,42
1,16:55:30,78,4.41,1,41
2,16:55:31,78,4.41,1,41
3,16:55:32,78,4.29,1,41
4,16:55:33,79,4.29,1,42
5,16:55:34,79,4.29,0,43
6,16:55:35,81,4.29,1,42
7,16:55:36,81,4.29,5,43
8,16:55:37,81,4.11,1,42
9,16:55:38,81,4.11,3,42
10,16:55:39,81,4.11,4,42
11,16:55:40,82,4.11,1,42
12,16:55:41,81,4.11,12,42
13,16:55:42,82,4.02,6,42
14,16:55:43,81,4.02,9,42
16,16:55:45,81,4.02,11,42
17,16:55:46,81,4.02,11,42
18,16:55:47,81,4.02,11,43
19,16:55:48,81,3.86,6,43
20,16:55:49,81,3.86,6,43
21,16:55:50,81,3.86,6,43
22,16:55:51,81,3.86,6,45
23,16:55:52,81,3.86,6,43
24,16:55:53,83,4.67,6,43
25,16:55:54,82,4.67,11,43
26,16:55:55,82,4.67,6,43
27,16:55:56,81,4.67,6,43
28,16:55:57,82,4.67,6,43
29,16:55:58,82,4.46,6,43
30,16:55:59,82,4.46,10,43
31,16:56:00,82,4.46,6,42
32,16:56:01,83,4.46,11,42
33,16:56:02,83,4.66,6,42
34,16:56:03,84,4.66,8,42
35,16:56:04,83,4.66,15,42
36,16:56:05,83,4.66,6,42
37,16:56:06,83,4.66,10,43
38,16:56:07,83,5.17,6,43
39,16:56:08,83,5.17,11,42
40,16:56:09,83,5.17,12,42
41,16:56:10,82,5.17,7,42
42,16:56:11,82,5.17,11,43
43,16:56:12,82,4.91,6,46
44,16:56:13,82,4.91,10,42
45,16:56:14,82,4.91,6,42
47,16:56:16,82,4.91,6,42
48,16:56:17,82,4.91,10,44
49,16:56:18,83,5.32,6,42
50,16:56:19,83,5.32,6,42
51,16:56:20,82,5.32,6,42
52,16:56:21,82,5.32,11,42
53,16:56:22,83,5.32,6,42
54,16:56:23,82,5.22,6,43
55,16:56:24,82,5.22,16,43
56,16:56:25,83,5.22,6,42
57,16:56:26,83,5.22,6,42
58,16:56:27,83,5.22,6,42
59,16:56:28,83,4.88,11,42
60,16:56:29,83,4.88,10,43
61,16:56:30,83,4.88,6,42
62,16:56:31,83,4.88,11,42
63,16:56:32,83,4.81,7,42
64,16:56:33,83,4.81,7,42
65,16:56:34,83,4.81,11,43
66,16:56:35,83,4.81,6,42
67,16:56:36,84,4.81,11,43
68,16:56:37,84,4.58,6,43
69,16:56:38,84,4.58,6,44
70,16:56:39,84,4.58,11,42
71,16:56:40,84,4.58,6,42
72,16:56:41,84,4.58,11,43
73,16:56:42,83,4.46,7,42
74,16:56:43,83,4.46,9,42
75,16:56:44,83,4.46,6,43
