seg,step,t,cmd_joint1,cmd_joint2,cmd_joint3,cmd_joint4,cmd_joint5,cmd_joint6,q_joint1,q_joint2,q_joint3,q_joint4,q_joint5,q_joint6,qd_joint1,qd_joint2,qd_joint3,qd_joint4,qd_joint5,qd_joint6,meff_joint1,meff_joint2,meff_joint3,meff_joint4,meff_joint5,meff_joint6,aeff_joint1,aeff_joint2,aeff_joint3,aeff_joint4,aeff_joint5,aeff_joint6,grav_joint1,grav_joint2,grav_joint3,grav_joint4,grav_joint5,grav_joint6,cor_joint1,cor_joint2,cor_joint3,cor_joint4,cor_joint5,cor_joint6,base_vx,base_vy,base_vz,base_wx,base_wy,base_wz
A,258,7.67000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016650,1.053130031,1.724496365,0.000433697,-0.894473791,-1.570638895,0.021370880,-0.034420863,-0.069241449,-0.001257374,-0.149612188,-0.004841322,0.688272,-14.852751,6.112076,0.242268,-0.548899,0.069412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049856,1.811057,0.000000,0.000470,-0.003267,-0.002323,0.002076,0.000481,-0.000367,-0.00034789,-0.00078836,0.02210548,-0.01933180,0.01018571,0.00515246
A,259,7.68000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000019267,1.053129554,1.724495888,0.000432365,-0.894476354,-1.570639610,-0.003696660,-0.133695409,-0.116459638,-0.013765429,-0.125775024,-0.007936016,-0.945981,-13.573395,6.120033,0.324693,-0.516363,0.064115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049911,1.811030,0.000000,-0.002327,-0.008086,-0.029285,-0.000250,-0.000582,-0.000059,-0.00316503,-0.00831135,0.00955822,-0.05662983,0.01307001,0.00997312
A,260,7.69000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017449,1.053130388,1.724496007,0.000433171,-0.894474685,-1.570639491,0.005702595,-0.060651600,-0.114478596,-0.064100489,-0.193896130,0.052166905,0.598417,-14.909771,6.109267,0.238735,-0.549796,0.069865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049988,1.810806,0.000000,0.001546,-0.007503,-0.010105,0.003495,0.000341,0.000154,0.00035658,-0.00309058,0.02940605,-0.03877073,-0.00488218,-0.00662930
A,261,7.70000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016600,1.053133845,1.724495292,0.000434289,-0.894475520,-1.570639610,-0.020100854,0.012682084,0.015394384,-0.011149351,-0.048913933,-0.003985890,0.788542,-14.498357,6.170459,0.273065,-0.538341,0.065621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049940,1.811741,0.000000,0.000399,-0.001210,-0.000938,0.000575,0.000247,-0.000118,-0.00240322,0.00148194,0.01671961,-0.00020147,-0.01328118,0.00545232
A,262,7.71000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016525,1.053132057,1.724495888,0.000433706,-0.894474745,-1.570639372,-0.001360964,0.035868552,0.008257440,-0.004337135,-0.109016970,-0.007833487,-0.322635,-14.374680,6.078308,0.263521,-0.536763,0.068823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049950,1.810942,0.000000,-0.002159,-0.002461,-0.000940,0.001530,-0.001057,0.000647,0.00131691,-0.00075922,0.02805779,-0.00675264,0.00606544,0.02135088
A,263,7.72000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018562,1.053133249,1.724494815,0.000432522,-0.894474030,-1.570639372,-0.024983004,0.028469622,0.039471552,-0.078812070,-0.016562238,0.077775732,-1.159344,-14.401509,6.132161,0.298950,-0.532411,0.068739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050316,1.810431,0.000000,0.001430,-0.002104,-0.001785,0.000909,0.000887,-0.000531,0.00787121,-0.00312638,0.02044642,-0.00255545,-0.01539597,0.00387629
A,264,7.73000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017718,1.053131223,1.724495530,0.000433156,-0.894474030,-1.570639133,-0.001036791,0.105412602,0.080782183,-0.027101040,-0.047290362,0.024121992,0.507593,-14.298937,6.077451,0.263257,-0.538042,0.066504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049885,1.811146,0.000000,0.001384,-0.006440,-0.008257,0.001756,0.000416,-0.000144,0.00638586,0.00814298,0.02620384,0.02468560,-0.00463560,0.00574693
A,265,7.74000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017638,1.053129077,1.724495411,0.000433345,-0.894473791,-1.570638895,0.009761236,0.047874253,0.044406071,-0.006409124,-0.071485870,-0.002034884,0.090352,-14.178529,6.074147,0.273439,-0.537095,0.067209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049885,1.811133,0.000000,-0.001168,-0.002187,-0.001353,0.000987,-0.000760,0.000536,-0.00031339,-0.00117714,0.02182576,0.00057010,0.00843350,0.00292315
A,266,7.75000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017820,1.053139567,1.724494576,0.000433525,-0.894474208,-1.570639014,0.000842245,-0.022961624,-0.021777581,-0.008473294,-0.042137541,0.000499686,0.148394,-14.792473,6.285891,0.289440,-0.535622,0.066751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049940,1.811431,0.000000,-0.000017,-0.000380,-0.001703,-0.000055,-0.000047,0.000039,0.00174742,-0.00258562,0.01931824,-0.01373261,-0.00481000,-0.00042970
A,267,7.76000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017431,1.053133726,1.724495053,0.000433999,-0.894473016,-1.570638657,-0.004335845,0.104967654,0.091343276,-0.010631368,-0.038144987,-0.001219892,0.166461,-14.133220,6.008181,0.263236,-0.539343,0.067246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049992,1.811545,0.000000,0.000993,-0.006300,-0.007378,0.001905,0.000540,-0.000301,-0.00037699,0.00519020,0.02578930,0.02247770,-0.00497566,-0.00085178
A,268,7.77000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018063,1.053131104,1.724495530,0.000433063,-0.894472659,-1.570638895,-0.017727854,0.040785305,0.042300142,-0.036310904,-0.056878418,0.038256396,-0.557949,-14.184778,6.063325,0.276122,-0.532113,0.068145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049988,1.811070,0.000000,-0.000180,-0.004169,-0.002441,0.001472,0.000115,-0.000043,0.01124773,-0.00518193,0.02441254,-0.00655074,-0.01136835,0.01817281
A,269,7.78000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016786,1.053135037,1.724495530,0.000434430,-0.894473732,-1.570638537,-0.001579641,0.059214402,0.047987305,0.058629692,-0.066770703,-0.069160707,0.991663,-14.451308,6.171952,0.267819,-0.537973,0.064892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049992,1.811869,0.000000,0.000087,-0.004024,-0.001607,0.002151,-0.000470,0.000439,0.00684802,0.00164734,0.02394225,0.00586380,0.00426270,0.03511998
A,270,7.79000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000019117,1.053133488,1.724495173,0.000432044,-0.894472837,-1.570639014,-0.030107152,0.044996060,0.061900821,-0.082144745,-0.003876942,0.088368453,-1.612393,-14.259002,6.088745,0.296159,-0.529429,0.070525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050318,1.810402,0.000000,0.002547,-0.004218,-0.003531,0.001652,0.001575,-0.000977,0.01292593,-0.00461694,0.02227591,-0.00283665,-0.02035037,0.00810711
A,271,7.80000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016934,1.053131461,1.724496007,0.000433888,-0.894473732,-1.570638418,0.006388715,0.058897033,0.066571318,0.030678455,-0.049050484,-0.043976180,1.464910,-14.334989,6.074240,0.250892,-0.540238,0.064541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049980,1.811580,0.000000,-0.001369,-0.003324,-0.001772,0.001468,-0.000862,0.000595,-0.00044027,-0.00562635,0.02372305,-0.00173521,0.00475784,0.00995167
A,272,7.81000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017954,1.053128242,1.724495530,0.000433443,-0.894473374,-1.570638061,-0.030649008,0.042147476,0.047604781,-0.048499230,-0.052516703,0.043492030,-0.623824,-14.180313,6.060201,0.283008,-0.535928,0.068229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049871,1.811675,0.000000,0.002016,-0.004332,-0.003313,0.001758,0.001287,-0.000732,0.00744897,-0.00402312,0.02168328,-0.00294104,-0.02044686,0.01016986
A,273,7.82000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018246,1.053136468,1.724495053,0.000432679,-0.894471943,-1.570638061,-0.011081013,0.031761706,0.021492850,-0.058958538,-0.035082631,0.061751969,-0.394044,-14.752403,6.235843,0.278149,-0.538000,0.069590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049913,1.810897,0.000000,0.000991,-0.001247,-0.001486,0.000384,0.000585,-0.000340,0.00858415,0.00226388,0.02248207,0.00383410,-0.01211789,0.00299840
A,274,7.83000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017574,1.053130150,1.724495530,0.000433522,-0.894471824,-1.570637941,0.031205639,0.053825609,0.040989231,-0.001898776,-0.071798854,-0.001318416,0.524324,-14.042133,6.009127,0.264774,-0.538205,0.066115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049875,1.811392,0.000000,-0.002193,-0.002993,-0.001619,0.001233,-0.001004,0.000597,-0.00065580,0.00335295,0.02105187,0.00905405,0.00259146,-0.02025400
A,275,7.84000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017000,1.053138256,1.724495530,0.000433877,-0.894472301,-1.570638061,0.005204921,0.015157009,-0.000255532,-0.020042256,-0.059729293,0.005899588,0.235088,-14.759773,6.237860,0.270141,-0.537066,0.066844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049906,1.811378,0.000000,0.000092,-0.000808,-0.000478,0.000349,0.000065,-0.000029,0.00342619,-0.00017535,0.02405440,-0.00370052,-0.00500112,0.00178478
A,276,7.85000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017649,1.053130269,1.724495292,0.000433639,-0.894472659,-1.570638418,0.002055860,0.039821614,0.046166532,-0.017821647,-0.065993391,0.009565148,-0.173600,-13.847548,5.979239,0.282620,-0.531841,0.066498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050333,1.811675,0.000000,0.001341,-0.002099,-0.002859,0.000633,0.000659,-0.000343,0.00317443,-0.00778914,0.02444953,-0.01071312,-0.00971119,-0.00558297
A,277,7.86000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018705,1.053133726,1.724494934,0.000432511,-0.894471407,-1.570638299,-0.006169873,0.023232166,0.026478820,-0.078308284,-0.025092604,0.085161813,-0.869436,-14.685098,6.169214,0.281794,-0.537511,0.070244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049932,1.811014,0.000000,0.001592,0.000605,-0.002702,-0.000321,0.000906,-0.000554,0.00988677,-0.00305809,0.02134978,-0.00216805,-0.01896833,-0.01241820
A,278,7.87000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017724,1.053129673,1.724495530,0.000433502,-0.894472241,-1.570638418,0.009608035,0.037765119,0.040027235,-0.019292861,-0.073736094,0.013213150,0.755843,-14.023349,6.051424,0.266392,-0.535536,0.064970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050333,1.810930,0.000000,0.001252,-0.002088,-0.002644,0.000653,0.000523,-0.000234,0.00337681,-0.00771884,0.02524905,-0.01165624,-0.00674417,-0.00853338
A,279,7.88000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016984,1.053131819,1.724495530,0.000434719,-0.894472897,-1.570638537,0.000570086,0.026371568,0.031265859,0.004642135,-0.047900639,-0.023299884,0.714642,-14.545991,6.139031,0.271380,-0.539321,0.065626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049889,1.812096,0.000000,0.000824,0.000332,-0.001177,0.000003,0.000517,-0.000335,-0.00408198,-0.00265805,0.01861979,0.00054986,-0.01255463,-0.01517518
A,280,7.89000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017092,1.053131342,1.724495411,0.000434069,-0.894471884,-1.570638180,0.009618985,0.059195410,0.034882281,-0.025206614,-0.086631350,0.014053168,-0.395711,-14.385034,6.100747,0.266910,-0.538893,0.069660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049877,1.811421,0.000000,0.000169,-0.002561,-0.001766,0.001106,0.000218,-0.000109,-0.00116575,0.00004929,0.02736890,0.00472376,-0.00582800,-0.01310094
A,281,7.90000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016992,1.053137064,1.724495769,0.000433620,-0.894472957,-1.570638537,0.006957183,-0.017982855,-0.034487501,0.010217456,-0.076304168,-0.018370666,0.111605,-14.420878,6.201954,0.280033,-0.529689,0.066342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050041,1.812063,0.000000,-0.000536,-0.001471,-0.000835,0.000750,-0.000056,-0.000047,0.00468961,0.00046121,0.02063862,-0.01100736,-0.00094505,0.01263776
A,282,7.91000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017244,1.053135753,1.724495411,0.000433772,-0.894472122,-1.570637703,-0.017223647,0.071104251,0.050634060,-0.021218935,-0.054882109,0.019280922,-0.109907,-14.212663,6.092449,0.278396,-0.538717,0.067754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049862,1.811431,0.000000,0.003598,-0.005413,-0.005106,0.001644,0.001750,-0.000999,0.00889822,0.00566449,0.02564360,0.01308307,-0.01716693,0.01477498
A,283,7.92000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017769,1.053129077,1.724495769,0.000433482,-0.894472182,-1.570637703,-0.006431813,0.023790907,0.044000208,-0.038566466,-0.035859931,0.037558336,-0.395807,-14.063293,6.002110,0.273752,-0.535128,0.067695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049911,1.811132,0.000000,0.000754,-0.000338,-0.002207,0.000069,0.000435,-0.000224,0.00635678,-0.00309064,0.01515298,-0.00148504,-0.01697173,-0.00580834
A,284,7.93000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017782,1.053133368,1.724495769,0.000433573,-0.894472718,-1.570638061,0.006136263,0.071053028,0.057498991,0.000270831,-0.043514613,-0.010472686,0.140144,-14.641092,6.176317,0.279946,-0.532699,0.066043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050289,1.811412,0.000000,0.000253,-0.003243,-0.003069,0.001051,0.000113,-0.000055,0.00480952,0.00210197,0.02526428,0.01070391,-0.00598820,-0.00071474
A,285,7.94000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017816,1.053133488,1.724495173,0.000433913,-0.894471943,-1.570637822,-0.002185916,0.087737516,0.066978902,-0.024301641,-0.050789028,0.019913916,-0.005797,-14.289495,6.117398,0.275683,-0.541937,0.068381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049929,1.811430,0.000000,0.001233,-0.003454,-0.007246,0.000716,0.001027,-0.000744,0.00495993,0.00744994,0.02459348,0.02104334,-0.01539359,-0.00753010
A,286,7.95000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018784,1.053128004,1.724495769,0.000432596,-0.894472182,-1.570637941,-0.001683612,0.003408581,-0.024596579,-0.049389936,-0.106925547,0.045810021,-0.650655,-14.132508,6.020707,0.281005,-0.528017,0.067715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049908,1.810642,0.000000,0.000525,-0.001438,-0.000894,0.000887,0.000213,0.000006,0.00434942,0.00003488,0.02407770,-0.01110972,-0.00615838,-0.00559471
A,287,7.96000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017369,1.053137064,1.724494100,0.000435025,-0.894472420,-1.570637703,0.008172994,-0.021334477,-0.042995512,0.027021497,-0.108670421,-0.043036781,1.212862,-14.768065,6.258527,0.270558,-0.548304,0.065767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049948,1.811741,0.000000,0.001014,-0.001125,-0.001775,0.000460,0.000413,-0.000288,-0.00295345,-0.00220024,0.02286536,-0.01541665,-0.00336152,-0.00495467
A,288,7.97000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018174,1.053131342,1.724494934,0.000433752,-0.894473016,-1.570638061,-0.000046022,0.055733010,0.049826100,-0.015431445,-0.070563667,0.005273204,-0.782608,-13.960831,6.017768,0.274198,-0.529364,0.068111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049952,1.811430,0.000000,0.000384,-0.003039,-0.001794,0.001180,0.000209,-0.000077,0.00467902,-0.00210424,0.02516688,-0.00110219,-0.00533772,0.00127502
A,289,7.98000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018880,1.053131700,1.724494696,0.000432720,-0.894472659,-1.570638537,0.009115174,0.005336676,-0.010289515,-0.049568489,-0.069412455,0.051783055,-0.659879,-14.538906,6.111392,0.276161,-0.535424,0.069437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049988,1.810686,0.000000,0.000333,-0.000283,-0.000402,0.000169,0.000150,-0.000030,0.00866198,0.00088286,0.02077217,-0.00392853,-0.00580216,-0.00817385
A,290,7.99000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017242,1.053131223,1.724495173,0.000434234,-0.894473255,-1.570638657,0.001194540,0.045359951,0.033525318,0.000091669,-0.082385130,-0.010087069,1.120233,-14.302764,6.101820,0.258449,-0.540361,0.065332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049950,1.811378,0.000000,-0.000068,-0.002607,-0.001269,0.001065,-0.000042,0.000051,0.00340898,-0.00311482,0.02542368,-0.00226289,-0.00386388,0.00664912
A,291,8.00000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017838,1.053128958,1.724495411,0.000433598,-0.894472957,-1.570638895,0.007873455,-0.146659285,-0.136413574,-0.001567295,-0.112501942,-0.015175094,-0.441395,-14.194778,6.070052,0.278125,-0.534693,0.068277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049911,1.810951,0.000000,0.003450,-0.011380,-0.018322,0.003027,0.002389,-0.001693,-0.00579499,-0.00471898,0.00235805,-0.03682329,0.01817881,0.00626438
A,292,8.01000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017625,1.053139091,1.724495053,0.000433766,-0.894474030,-1.570639133,-0.014426176,0.004239984,-0.030195592,-0.036795918,-0.088770658,0.025738364,0.397820,-14.646358,6.279799,0.286359,-0.532284,0.065768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049953,1.811413,0.000000,0.000767,-0.002350,-0.002900,0.001104,0.000513,-0.000296,0.00590640,0.00225553,0.02810832,-0.00991195,-0.01949527,0.00327652
A,293,8.02000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017400,1.053130150,1.724495769,0.000433880,-0.894473791,-1.570638776,-0.009291817,0.042087354,0.033961989,-0.029761100,-0.055922963,0.022345703,0.017354,-13.986149,5.957941,0.262696,-0.536200,0.067091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049919,1.811421,0.000000,0.001444,-0.000657,-0.004111,-0.000032,0.000951,-0.000616,0.00593710,0.00376256,0.01925706,0.00805575,-0.02153651,-0.00464959
A,294,8.03000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018799,1.053131938,1.724494219,0.000433692,-0.894472599,-1.570638537,-0.012790463,-0.087297559,-0.098920599,0.001764116,-0.093273886,-0.017355390,-0.766455,-14.499828,6.139421,0.292211,-0.541320,0.069337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049515,1.810959,0.000000,0.001866,-0.003600,-0.005729,0.001225,0.001321,-0.000925,-0.00381486,0.00866056,0.00353976,-0.00632119,0.01737726,0.01946594
A,295,8.04000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017197,1.053147435,1.724494576,0.000433854,-0.894473851,-1.570639133,0.005687914,-0.066982903,-0.103931248,-0.022276226,-0.096465833,0.013449629,0.834899,-14.890318,6.362920,0.264832,-0.536265,0.067107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049938,1.811503,0.000000,-0.000179,-0.004708,-0.004704,0.002006,-0.000027,0.000013,0.00485377,0.00314542,0.02389397,-0.02215560,-0.00825350,0.00357137
A,296,8.05000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017707,1.053133249,1.724495411,0.000433597,-0.894474208,-1.570639491,0.004632666,0.095719814,0.070509814,-0.013857663,-0.048858549,0.003095833,-0.204499,-13.807919,5.879091,0.272857,-0.531218,0.066368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049929,1.811488,0.000000,-0.000971,-0.004717,-0.007052,0.001228,-0.000180,0.000029,-0.00120175,0.00876396,0.02534841,0.02354837,-0.00462628,-0.01030321
A,297,8.06000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017367,1.053128481,1.724495649,0.000433800,-0.894473553,-1.570639133,-0.006827427,0.104661062,0.091634996,-0.038731374,-0.042510588,0.026526768,0.022597,-14.224770,6.032043,0.262584,-0.538600,0.067663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050339,1.811544,0.000000,0.000817,-0.005606,-0.008681,0.001617,0.000985,-0.000717,-0.00075814,0.00614043,0.02305694,0.02558667,-0.01096788,-0.01041745
A,298,8.07000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017870,1.053133368,1.724495530,0.000432723,-0.894473374,-1.570639133,-0.007098043,0.089529119,0.085618675,-0.051605470,-0.000442651,0.063488565,-0.426113,-14.566462,6.189205,0.280522,-0.533875,0.069035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049988,1.810763,0.000000,0.002405,-0.003788,-0.009832,0.000473,0.001583,-0.001115,0.01131413,0.00588665,0.02168444,0.02449000,-0.02085901,-0.00376681
A,299,8.08000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017410,1.053131580,1.724495530,0.000433910,-0.894473851,-1.570638657,-0.000621926,0.065105669,0.042852119,-0.014324503,-0.082287505,0.005107541,0.485130,-14.151212,6.078266,0.273000,-0.538019,0.065264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049992,1.811080,0.000000,0.000835,-0.003440,-0.002408,0.001298,0.000450,-0.000240,0.00347375,0.00228821,0.02644468,0.00648132,-0.00757527,0.00187165
B,0,8.09000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016272,1.053236008,1.724472642,0.000447423,-0.894456744,-1.570633769,-0.029665058,0.062333539,0.065895498,-0.025805276,-0.030104429,0.010381745,1.221536,-18.749237,8.000845,0.334180,-0.701817,0.086031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050541,1.811791,0.000000,0.004194,-0.004616,-0.005796,0.001833,0.002487,-0.001523,0.00063455,0.00017213,0.02311090,0.00692301,-0.02702852,0.00433540
B,1,8.10000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000014664,1.053311348,1.724457622,0.000455943,-0.894441366,-1.570629954,0.010781650,0.076935492,0.061981127,-0.038759947,-0.027286027,0.047304727,0.675148,-18.342644,7.643764,0.285135,-0.680365,0.087862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050262,1.810629,0.000000,-0.000695,-0.003362,-0.004327,0.000914,-0.000357,0.000224,0.00991176,0.00615506,0.02444158,0.01728806,-0.00286981,-0.00400618
B,2,8.11000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000015615,1.053406835,1.724432826,0.000471181,-0.894424438,-1.570624828,-0.021549188,0.051887177,0.038967844,-0.011567174,-0.053012446,-0.005697123,0.681541,-19.216007,8.159278,0.371715,-0.733947,0.086590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050449,1.811831,0.000000,0.003057,-0.002992,-0.005191,0.000902,0.001763,-0.001100,0.00094499,0.00482458,0.02374863,0.00962733,-0.02448002,0.00435518
B,3,8.12000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000015803,1.053480864,1.724416494,0.000478965,-0.894410610,-1.570621371,-0.025902122,0.045394089,0.026827296,-0.096186325,-0.032783329,0.095682159,0.054570,-18.794868,7.922273,0.326818,-0.698855,0.090070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050568,1.810372,0.000000,0.002987,-0.001250,-0.003510,0.001174,0.002048,-0.001272,0.00828341,0.00288255,0.02820214,0.00653033,-0.02409574,-0.01296426
