seg,step,t,cmd_joint1,cmd_joint2,cmd_joint3,cmd_joint4,cmd_joint5,cmd_joint6,q_joint1,q_joint2,q_joint3,q_joint4,q_joint5,q_joint6,qd_joint1,qd_joint2,qd_joint3,qd_joint4,qd_joint5,qd_joint6,meff_joint1,meff_joint2,meff_joint3,meff_joint4,meff_joint5,meff_joint6,aeff_joint1,aeff_joint2,aeff_joint3,aeff_joint4,aeff_joint5,aeff_joint6,grav_joint1,grav_joint2,grav_joint3,grav_joint4,grav_joint5,grav_joint6,cor_joint1,cor_joint2,cor_joint3,cor_joint4,cor_joint5,cor_joint6,base_vx,base_vy,base_vz,base_wx,base_wy,base_wz
A,168,6.77000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018005,1.053132057,1.724494696,0.000433570,-0.894472539,-1.570639014,-0.011347580,0.046463884,0.033356734,-0.038274787,-0.069714725,0.029091043,0.276767,-14.376064,6.148190,0.267919,-0.543295,0.067847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049767,1.811132,0.000000,0.000524,-0.001893,-0.001050,0.000770,0.000257,-0.000079,0.00161789,0.00253250,0.02225924,0.00591375,-0.00222187,0.00521720
A,169,6.78000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016711,1.053136706,1.724494934,0.000434258,-0.894473314,-1.570638776,-0.000353917,-0.009592585,-0.020588795,0.015089684,-0.092708007,-0.033261217,0.953331,-14.423699,6.190144,0.268264,-0.534359,0.065280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049911,1.812547,0.000000,-0.001311,-0.000797,-0.001818,0.000301,-0.000447,0.000158,-0.00298701,-0.00237047,0.02229994,-0.01564381,0.00345019,0.01176118
A,170,6.79000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017167,1.053134799,1.724496245,0.000432680,-0.894474149,-1.570638895,-0.026235951,0.054842107,0.058757812,-0.064278938,-0.014097015,0.052178886,-0.480809,-14.265495,6.072409,0.274526,-0.526671,0.067935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049934,1.811477,0.000000,0.002898,-0.003494,-0.002564,0.001595,0.001761,-0.001078,0.00061234,-0.00134129,0.02419105,0.00186136,-0.01633269,0.00159979
A,171,6.80000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000019143,1.053131461,1.724493504,0.000433622,-0.894472480,-1.570638299,0.006737399,-0.078924499,-0.054476757,-0.012583374,-0.045162119,-0.002490387,-0.883185,-14.215524,6.055023,0.298111,-0.545711,0.068114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049511,1.811863,0.000000,0.001741,-0.005651,-0.003583,0.002075,0.000727,-0.000379,-0.00491359,0.00265709,-0.00012732,-0.00899253,0.00812116,-0.01383055
A,172,6.81000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017355,1.053146839,1.724493623,0.000433628,-0.894472837,-1.570638537,-0.012375614,-0.043049820,-0.067249551,-0.030783245,-0.071727365,0.020372594,1.041027,-14.913975,6.364615,0.266113,-0.535119,0.067050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049940,1.811785,0.000000,-0.001361,-0.002683,-0.003663,0.001032,-0.000672,0.000438,0.00165887,0.00161279,0.02425862,-0.01915611,-0.01179908,0.00548329
A,173,6.82000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017780,1.053127766,1.724495649,0.000432464,-0.894473016,-1.570638299,0.000680578,-0.119551182,-0.100948729,-0.017733272,-0.080733612,0.000766560,-0.502940,-13.476684,5.795318,0.262448,-0.526438,0.066918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050274,1.811178,0.000000,0.002071,-0.007398,-0.012591,0.001702,0.001354,-0.000963,-0.00796295,-0.00112235,0.00115809,-0.02942369,0.01576292,0.00388850
A,174,6.83000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017181,1.053130865,1.724495173,0.000433236,-0.894471705,-1.570637941,-0.073401421,0.023226283,0.019589610,-0.201814026,-0.019871064,0.202305853,0.137322,-14.729710,6.157969,0.261556,-0.547461,0.069142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049843,1.811124,0.000000,0.005066,-0.000655,-0.024939,0.003578,0.003439,-0.002021,0.00983876,0.00415499,0.01805360,0.00896750,-0.07069545,-0.02267139
A,175,6.84000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000015318,1.053128839,1.724496841,0.000433944,-0.894473076,-1.570638180,0.019361181,-0.019093251,-0.059387922,0.000648983,-0.128988802,-0.016078547,1.109736,-14.353360,6.072821,0.251475,-0.532251,0.064686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050295,1.812230,0.000000,0.000819,-0.002273,0.000077,0.001516,0.000470,-0.000318,-0.00236188,0.00425129,0.02053115,-0.00714625,-0.00045754,-0.00104963
A,176,6.85000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017554,1.053134680,1.724494576,0.000433274,-0.894472003,-1.570638299,-0.003535336,0.079763062,0.060347758,-0.055668551,-0.024751708,0.058689147,-1.204935,-14.636514,6.210221,0.305130,-0.540142,0.070016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049934,1.811477,0.000000,0.000862,-0.001793,-0.008291,-0.000090,0.001040,-0.000852,0.00660237,0.00717220,0.02385203,0.02332487,-0.01921453,-0.01152509
A,177,6.86000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017634,1.053129673,1.724495053,0.000433736,-0.894472420,-1.570638180,-0.023871528,0.009099526,0.005321267,-0.054234847,-0.084340625,0.048916720,0.057772,-13.939339,6.033905,0.276331,-0.534358,0.065712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049553,1.811186,0.000000,-0.000054,-0.003192,-0.004703,0.000961,0.000191,-0.000060,0.00894257,-0.00570986,0.02300423,-0.01420988,-0.02135047,0.00881374
A,178,6.87000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016732,1.053139091,1.724495530,0.000433185,-0.894472778,-1.570638657,0.007843163,-0.006238804,-0.002018676,0.004700311,-0.035752103,-0.011815012,0.471399,-14.702378,6.263937,0.270128,-0.532003,0.067334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050348,1.811681,0.000000,-0.000874,-0.000682,-0.000948,0.000298,-0.000284,0.000138,0.00284123,-0.00290940,0.02014456,-0.01145269,0.00133619,0.01067755
A,179,6.88000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017980,1.053125739,1.724495769,0.000433224,-0.894473910,-1.570638895,0.026434496,-0.195438772,-0.148877710,0.003509466,-0.104120925,0.004270020,-0.539764,-13.551558,5.901959,0.285425,-0.531216,0.065705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049929,1.811675,0.000000,0.004259,-0.017826,-0.046545,0.001384,0.000564,0.000204,0.01339162,-0.01709621,-0.00020977,-0.06727920,-0.01645380,-0.00955242
A,180,6.89000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000019963,1.053136349,1.724493265,0.000432436,-0.894471943,-1.570639014,-0.005614796,0.100464031,0.092977069,-0.098076813,0.002333030,0.113654867,-1.261765,-15.192395,6.280760,0.298255,-0.544939,0.071775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049938,1.810190,0.000000,0.004130,-0.001465,-0.011832,0.000124,0.003403,-0.002525,0.01626441,0.00161181,0.02918057,0.01770354,-0.03117564,-0.02533151
A,181,6.90000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017634,1.053130865,1.724495053,0.000433337,-0.894472897,-1.570638418,0.012360760,0.032554142,0.020031538,-0.021348218,-0.069564767,0.023643501,1.339442,-13.980172,6.010768,0.244138,-0.533458,0.064530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049900,1.811343,0.000000,0.000804,-0.000480,-0.002408,-0.000111,0.000455,-0.000285,0.00921992,0.00042146,0.02268345,-0.00069986,-0.01411557,-0.00742891
A,182,6.91000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017805,1.053130984,1.724494457,0.000433379,-0.894472778,-1.570638418,0.001232708,0.055038553,0.040806442,-0.028890017,-0.070138104,0.028002148,-0.052083,-14.279289,6.109881,0.278063,-0.536337,0.067303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049917,1.811343,0.000000,0.001275,-0.002285,-0.002936,0.000677,0.000773,-0.000465,0.00794929,0.00112349,0.02487078,0.00310970,-0.01397362,-0.00270202
A,183,6.92000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000019296,1.053135037,1.724493623,0.000432309,-0.894472420,-1.570638657,-0.005004522,0.042183988,0.038859576,-0.066899300,-0.021304918,0.069417641,-0.925952,-14.569872,6.180941,0.292904,-0.535071,0.069363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049938,1.810589,0.000000,0.000689,-0.000841,-0.001517,0.000311,0.000555,-0.000368,0.00716188,0.00264011,0.02138130,0.00674705,-0.00954427,-0.00934067
A,184,6.93000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017754,1.053128123,1.724494934,0.000433175,-0.894472420,-1.570638299,0.023575051,-0.104644872,-0.088772573,-0.001582806,-0.077032067,-0.002047207,0.846814,-14.058714,5.991329,0.250432,-0.538358,0.066130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049871,1.811238,0.000000,0.004352,-0.007606,-0.006913,0.002664,0.002133,-0.001212,-0.00170786,-0.00073997,0.00152935,-0.02091690,0.00851536,-0.01023944
A,185,6.94000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017552,1.053119540,1.724497914,0.000432202,-0.894475460,-1.570639014,-0.003252503,-0.040907096,-0.054575950,-0.039441623,-0.114319153,0.002266380,0.099843,-13.666274,5.968072,0.269326,-0.515509,0.063151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.051119,1.811738,0.000000,-0.000523,-0.001364,-0.003045,0.000406,-0.000169,0.000126,-0.00624408,0.00391613,0.01182409,-0.01641786,0.01046304,0.00448708
A,186,6.95000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018679,1.053134203,1.724493265,0.000433571,-0.894472599,-1.570638418,0.017170841,-0.037600145,-0.076546244,0.003683507,-0.134764284,-0.013291296,-0.409816,-15.120999,6.353209,0.299399,-0.560701,0.071860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049494,1.811264,0.000000,0.001406,-0.002471,-0.001701,0.001666,0.000899,-0.000596,-0.00122821,0.01018331,0.01620684,-0.00576582,0.01743720,0.00441076
A,187,6.96000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017924,1.053135872,1.724494457,0.000432853,-0.894474208,-1.570638776,0.000714764,-0.037616581,-0.097002544,-0.055296447,-0.119260028,0.044092700,0.334396,-14.603012,6.129614,0.263799,-0.526942,0.066145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049906,1.811316,0.000000,0.000040,-0.003425,-0.000433,0.002452,-0.000101,0.000258,0.00248261,0.00884883,0.02444871,-0.00943060,-0.00951969,-0.00759882
A,188,6.97000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017172,1.053129792,1.724495053,0.000433452,-0.894473195,-1.570638537,-0.017440874,0.067274705,0.053682934,-0.053529173,-0.062490858,0.051025704,0.288506,-13.958658,6.004599,0.257639,-0.542121,0.067865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049894,1.811383,0.000000,0.002921,-0.003837,-0.004816,0.001189,0.001665,-0.000976,0.00642799,0.00454085,0.02236360,0.01243420,-0.01850518,0.00436915
A,189,6.98000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018357,1.053128958,1.724494815,0.000433265,-0.894475222,-1.570638657,-0.018197082,-0.116589591,-0.100183412,-0.032751478,-0.100612715,0.003896589,-0.436306,-13.909701,6.109646,0.297604,-0.525224,0.064348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049942,1.811879,0.000000,-0.005343,-0.007445,-0.014467,0.001417,-0.002274,0.001246,0.00135193,-0.00274469,0.00539664,-0.03792883,-0.00064075,0.01525001
A,190,6.99000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000019025,1.053135991,1.724493623,0.000432542,-0.894473255,-1.570638776,-0.012916770,0.030424494,0.000675827,-0.084739469,-0.061215188,0.079775617,-0.625647,-15.205957,6.214022,0.276980,-0.544923,0.071682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049911,1.810863,0.000000,0.001111,-0.001570,-0.000797,0.000984,0.000732,-0.000360,0.00667941,0.00275970,0.02734068,0.00074543,-0.01131685,-0.00513001
A,191,7.00000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017855,1.053130746,1.724494338,0.000433366,-0.894473255,-1.570638418,0.012474904,0.067168713,0.047802616,-0.031594962,-0.062104687,0.025960581,0.728648,-14.031699,6.031262,0.259525,-0.538810,0.066359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049885,1.810798,0.000000,-0.001672,-0.002403,-0.003524,0.000669,-0.000534,0.000259,0.00068663,0.00681523,0.02195535,0.01631026,-0.00363793,-0.01548734
A,192,7.01000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017667,1.053125024,1.724496126,0.000432727,-0.894475222,-1.570638895,-0.007731821,-0.069894090,-0.097990923,-0.034098789,-0.144184306,0.015576778,0.141507,-13.910121,6.015646,0.271614,-0.524724,0.065270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050444,1.811464,0.000000,-0.002022,-0.004127,-0.005376,0.001686,-0.000730,0.000436,-0.00212916,0.00231203,0.01519046,-0.02495057,0.00488663,0.01043455
A,193,7.02000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017552,1.053134322,1.724493861,0.000433868,-0.894473493,-1.570638895,-0.022263052,-0.145495743,-0.159460321,-0.077574156,-0.127219096,0.078960516,0.012765,-14.968140,6.259853,0.274528,-0.554967,0.070664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049549,1.810755,0.000000,-0.006686,-0.013983,-0.018817,0.004645,-0.004529,0.003372,0.00451743,-0.00241774,0.00998450,-0.03730456,-0.02163440,-0.00094635
A,194,7.03000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000015889,1.053137302,1.724494696,0.000434717,-0.894474983,-1.570639014,-0.025963945,-0.008415338,-0.009754516,-0.019276900,-0.061078463,0.005233155,1.137618,-14.284418,6.159488,0.262984,-0.531566,0.064053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049953,1.812311,0.000000,-0.000819,-0.002817,-0.003237,0.000922,-0.000361,0.000270,0.00132463,0.00032132,0.01797897,-0.00705034,-0.02145454,0.01209086
A,195,7.04000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017974,1.053128600,1.724494934,0.000432914,-0.894473732,-1.570639014,0.000370662,-0.169740438,-0.147842526,-0.015346546,-0.102389708,0.011000740,-1.449162,-14.027507,5.976058,0.287532,-0.530337,0.069483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049889,1.810896,0.000000,-0.001238,-0.014773,-0.024134,0.003709,0.000355,-0.000516,0.00185424,-0.00696746,0.00018985,-0.04565250,0.00953235,0.01480920
A,196,7.05000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017855,1.053121805,1.724496603,0.000431845,-0.894475222,-1.570639133,0.008837471,-0.038816594,-0.082524665,-0.050295468,-0.142877206,0.052916281,0.112863,-13.983908,6.001413,0.272654,-0.523013,0.065668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050720,1.810722,0.000000,0.000663,-0.002750,-0.001776,0.001648,0.000184,0.000063,0.00571615,0.00735531,0.01801524,-0.01389277,-0.00967956,-0.00766409
A,197,7.06000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017045,1.053132653,1.724494576,0.000433359,-0.894472539,-1.570638180,-0.004261801,-0.137701139,-0.144935474,-0.081532076,-0.106341705,0.082034282,0.398664,-14.945855,6.278484,0.266682,-0.556510,0.070239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049501,1.810788,0.000000,-0.001489,-0.010255,-0.013801,0.003721,-0.002513,0.002333,-0.00216932,0.00116394,0.00580529,-0.02900613,-0.01789964,-0.02172315
A,198,7.07000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000014184,1.053134441,1.724497318,0.000433951,-0.894475102,-1.570638180,-0.046793118,-0.011538224,-0.017896891,-0.045763876,-0.072580256,0.027782125,1.791424,-14.032823,6.136630,0.249992,-0.524187,0.062369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049988,1.812322,0.000000,-0.002069,-0.007684,-0.007071,0.002823,-0.000802,0.000580,-0.00102117,0.00195372,0.01895336,-0.01204056,-0.03205687,0.02178543
A,199,7.08000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018838,1.053131819,1.724493027,0.000434442,-0.894474208,-1.570637941,-0.092439078,-0.018010868,-0.007900264,-0.107177220,-0.043972582,0.081837967,-2.300996,-14.589092,6.071003,0.329137,-0.545608,0.069084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049515,1.811411,0.000000,-0.002354,-0.014370,-0.004702,0.008437,-0.001118,0.001152,0.00345875,-0.00241741,0.01503215,-0.00838759,-0.03736671,0.02066263
A,200,7.09000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000015768,1.053125501,1.724497795,0.000432162,-0.894474924,-1.570638299,0.022730956,-0.072002970,-0.063199073,-0.013610847,-0.095288843,0.000044737,0.898993,-13.789211,6.005811,0.221041,-0.521097,0.067919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050375,1.810806,0.000000,0.001797,-0.003246,-0.006648,0.001277,0.001509,-0.001076,-0.00367132,-0.00082438,0.00814050,-0.02550642,0.01604939,0.00787153
A,201,7.10000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016801,1.053131580,1.724494219,0.000433955,-0.894473433,-1.570637822,-0.056074515,-0.027649043,-0.008880230,-0.112401240,-0.031100288,0.108795740,-0.232270,-14.938727,6.209977,0.293262,-0.554063,0.068861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049772,1.811106,0.000000,-0.002421,-0.005238,-0.009482,0.003063,-0.001600,0.001325,0.00564295,-0.00254580,0.01166407,-0.00734077,-0.04243039,0.00067841
A,202,7.11000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017185,1.053130388,1.724494815,0.000433915,-0.894475162,-1.570637822,-0.003160227,0.029571779,0.010485115,-0.008193711,-0.078012794,-0.010817023,0.165415,-14.119651,6.089952,0.288816,-0.524275,0.063751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050352,1.811538,0.000000,0.000686,-0.000663,-0.001103,0.000303,0.000443,-0.000281,-0.00071970,0.00481496,0.02084769,0.00267311,-0.01094509,-0.00446902
A,203,7.12000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018379,1.053131461,1.724493861,0.000433419,-0.894473553,-1.570637822,-0.005720339,0.061548240,0.042982057,-0.038754895,-0.068651408,0.028940327,-0.862049,-14.520304,6.123035,0.282982,-0.541201,0.069955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049978,1.811124,0.000000,0.001009,-0.002883,-0.002022,0.001177,0.000652,-0.000353,0.00365425,0.00166130,0.02606838,0.00571008,-0.00773459,-0.00342140
A,204,7.13000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017841,1.053129792,1.724494338,0.000433596,-0.894472897,-1.570638061,0.015478197,-0.064002149,-0.063471898,-0.001695193,-0.075962134,-0.020689610,0.141167,-14.346583,6.080600,0.262413,-0.540732,0.068410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049892,1.811204,0.000000,0.003777,-0.004662,-0.006654,0.001309,0.002204,-0.001455,-0.01215040,0.00602417,0.00354400,-0.00288919,0.02632214,-0.00493929
A,205,7.14000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017779,1.053140402,1.724493980,0.000433517,-0.894474924,-1.570638776,-0.004743919,-0.002914750,-0.024537656,-0.026076084,-0.062664054,0.008037608,0.444740,-14.645582,6.290014,0.291515,-0.527828,0.064940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050322,1.811785,0.000000,0.001016,-0.000592,-0.001426,0.000428,0.000410,-0.000175,-0.00162671,-0.00004555,0.02624520,-0.01199854,-0.00993246,-0.00804372
A,206,7.15000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017059,1.053134322,1.724494100,0.000434329,-0.894473732,-1.570638180,-0.018674022,0.006221315,-0.002422850,-0.038994569,-0.064507037,0.034216750,0.247612,-14.141374,6.003616,0.257018,-0.545326,0.068389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049591,1.811579,0.000000,0.000571,-0.000228,-0.003787,0.000090,0.000326,-0.000141,0.00384038,0.00166892,0.01884693,-0.00090170,-0.02536067,-0.00391752
A,207,7.16000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017311,1.053125978,1.724496484,0.000432805,-0.894474804,-1.570638776,0.026825435,0.073166996,0.043978654,-0.010907581,-0.099099413,-0.002465123,-0.475258,-13.946479,5.968287,0.265738,-0.522832,0.066644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050453,1.811230,0.000000,-0.002431,-0.005848,-0.002278,0.002751,-0.001531,0.001089,0.00105091,0.00181578,0.02825138,0.00353090,0.00798367,-0.00598200
A,208,7.17000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000018501,1.053137422,1.724494100,0.000433356,-0.894474149,-1.570638895,0.000019116,0.082256272,0.073635764,-0.025785832,-0.010884109,0.016295761,-0.248249,-14.790833,6.305031,0.305211,-0.543303,0.068271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049906,1.811382,0.000000,-0.001054,-0.003192,-0.005914,0.000845,0.000041,-0.000192,-0.00096174,0.00815827,0.02202479,0.02271376,-0.00702517,-0.01560344
A,209,7.18000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017712,1.053127170,1.724495649,0.000433444,-0.894474566,-1.570639133,-0.007932082,0.008248180,0.022443611,-0.060675442,-0.047649279,0.054902114,0.177261,-13.971612,5.942030,0.252026,-0.536096,0.067183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049942,1.811193,0.000000,0.001448,0.001423,-0.002892,-0.000375,0.000651,-0.000299,0.00282949,-0.00372277,0.01547737,-0.00580887,-0.02107698,-0.01801090
A,210,7.19000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017631,1.053142071,1.724493980,0.000433867,-0.894474566,-1.570639491,0.050251901,0.002477702,0.011710228,0.047186609,-0.039799169,-0.044116419,0.296973,-14.926241,6.353152,0.288839,-0.540122,0.067650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049904,1.811869,0.000000,0.002309,-0.002676,-0.001212,0.001316,0.000826,-0.000337,0.00279522,-0.00597944,0.02206947,-0.01352451,0.00377380,-0.02052454
A,211,7.20000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017158,1.053128362,1.724495769,0.000433455,-0.894474089,-1.570639014,0.015538541,0.034789145,0.040496990,-0.016423408,-0.075054884,0.018866433,-0.066780,-13.834958,5.883074,0.251688,-0.533630,0.067483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049854,1.811133,0.000000,0.001089,-0.001953,-0.003132,0.000472,0.000430,-0.000170,0.00594686,-0.00896739,0.02425956,-0.01246901,-0.00877691,-0.00753463
A,212,7.21000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000016800,1.053139925,1.724495769,0.000433303,-0.894474149,-1.570639372,0.015240257,0.008783228,0.015565376,0.002275018,-0.019753143,-0.004927204,0.085993,-14.832145,6.307320,0.275857,-0.536850,0.067923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.050344,1.811146,0.000000,-0.000387,-0.001000,0.000033,0.000681,-0.000183,0.000157,0.00633995,-0.00049784,0.01876567,-0.00226108,0.00216636,0.01020091
A,213,7.22000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,0.000017980,1.053129911,1.724495053,0.000433778,-0.894472778,-1.570638895,-0.013736624,-0.181912422,-0.156007439,-0.022751920,-0.107394315,0.025852980,-0.456871,-13.926284,5.945574,0.285411,-0.538819,0.067011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,295.835052,23.049885,1.811146,0.000000,-0.009893,-0.019283,-0.032262,0.004195,-0.004616,0.002753,0.01054961,-0.01257732,0.00248638,-0.05409648,-0.01178393,0.01743544
