method,run,success,arrival_time_s,total_time_s,path_length_m,tracking_rmse_m,smooth_vx,smooth_vy,smooth_wz,jerk_vx,jerk_vy,jerk_wz,min_clearance_m,collision_count,collided,clearance_source,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,goal_xy_x,goal_xy_y,final_dist_to_goal_m,min_dist_to_goal_m,pose_source,success_source,controller_arrival_dist_m,n_odom,n_cmd,n_plan,n_obstacles,n_solve_time,bag
gmpc_cbf,scan_seed1,True,104.54333090782166,107.34327673912048,22.300130369993198,0.04533757852047488,0.1567059586883645,0.129890035823274,0.0551176031699509,0.8004731115210659,0.6006118334188018,0.2523861811631279,0.08664244610592103,0,False,gt_pose+static,3.0479689624835413,38.10966873168945,69.34980010986328,13.850000228732824,12.850000213831663,0.2563786870751961,0.25505230471897766,map_tf,controller_log,0.285,2668,2137,106,975,2081,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed1
gmpc_cbf,scan_seed2,True,93.72507500648499,96.93680715560913,20.216338909189382,0.04811058861517273,0.13095234984613174,0.08131131397475352,0.035554785119930085,0.665679610289931,0.5989992046198694,0.14165602967657856,0.3000000000000001,0,False,gt_pose+static,1.8752051031466859,3.7473790645599365,59.597145080566406,16.900000274181366,15.550000254064798,0.22723659047266284,0.10315908125103171,map_tf,controller_log,0.283,2543,2035,190,866,1871,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed2
gmpc_cbf,scan_seed3,True,118.40453910827637,121.16453838348389,26.94238672384051,0.07374872976580098,0.13272109013053582,0.1372003345400477,0.1084155061519083,0.7456942278751034,0.6005428660982657,0.4775085761504449,0.10000000000000003,0,False,gt_pose+static,6.328371997355493,37.60574951171874,169.9077911376953,0.3500000275671482,6.900000125169754,0.2132614280785045,0.21200503336406468,map_tf,controller_log,0.296,3100,2477,120,1118,2069,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed3
gmpc_cbf,scan_seed4,True,74.00072526931763,76.80132412910461,16.497312867990146,0.028966202704696124,0.0763567725419989,0.10139371904440045,0.0337151417506188,0.6058695762979446,0.5982568283539279,0.1863932218617491,0.20990195135927853,0,False,gt_pose+static,1.6815874730873253,1.8940756499767222,65.95384216308594,14.650000240653753,16.150000263005495,0.25558551726627027,0.25436894164802076,map_tf,controller_log,0.296,1978,1574,75,732,1478,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed4
gmpc_cbf,scan_seed6,True,90.90479946136475,93.58433699607849,19.36055845921987,0.05070616519292771,0.11279042713052563,0.11431441358727541,0.03613355615130132,0.7648092670790428,0.5994068245618441,0.20268778663435588,0.06841747819809213,0,False,gt_pose+static,0.9756365013267976,2.759385764598846,44.03772735595703,1.3000000417232513,7.3000001311302185,0.207221676551203,0.20591356352053847,map_tf,controller_log,0.299,2394,1940,92,829,1824,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed6
gmpc_cbf,scan_seed7,True,181.8022928237915,184.7624795436859,34.16495751861417,0.061737431740905,0.15639773844448385,0.1064981808699136,0.0632363358553671,0.8004259469197585,0.600114673872073,0.2551236194899063,0.0003306258049282085,0,False,gt_pose+static,5.087266235547785,33.9766788482666,60.400325775146484,4.400000087916851,4.300000086426735,0.25739928417414365,0.25605179031291203,map_tf,controller_log,0.298,4606,3731,366,1720,3636,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed7
gmpc_cbf,scan_seed8,True,152.95323085784912,156.1289782524109,33.33139071459787,0.08636286938161009,0.14015012311793404,0.1669083444562841,0.12111782582010076,0.7197575843957437,0.5998176115946925,0.44228373022268486,-0.04999999999999999,3,True,gt_pose+static,5.561432271534623,30.419011306762698,215.40194702148438,16.950000274926424,17.35000028088689,0.11607119658830256,0.1151950780395521,map_tf,controller_log,0.293,3910,3141,153,1503,2603,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed8
gmpc_cbf,scan_seed10,True,77.57238864898682,80.37222337722778,17.022202371200706,0.02970006010891739,0.12160947855870231,0.07563527523007653,0.040265684137790594,0.6359178196557587,0.5986402518447832,0.18045576750739742,0.25000000000000006,0,False,gt_pose+static,1.553990121750232,2.5926749944686804,51.52705383300781,12.500000208616257,13.150000218302011,0.25065254319993047,0.24939245156777987,map_tf,controller_log,0.288,2047,1659,78,766,1547,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed10
gmpc_cbf,scan_seed11,True,120.77529215812683,123.41557192802429,21.31089921407054,0.04791318636126104,0.09269301205158938,0.11003943762271566,0.04413739027635366,0.7977106631358263,0.599215409046114,0.19032178537707634,-0.009995857802507169,1,True,gt_pose+static,2.0645708025447416,5.571106433868408,60.13752746582031,0.2500000260770321,4.450000088661909,0.27608272948801177,0.2706134569575787,map_tf,controller_log,0.288,3143,2504,122,1187,2411,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed11
gmpc_cbf,scan_seed12,True,84.00381231307983,86.80397725105286,18.488198038656826,0.026495839724374293,0.08475590865100714,0.05836682378972541,0.03504193296308529,0.4980245788474403,0.5492042668575925,0.13685893277305158,0.3167696887917694,0,False,gt_pose+static,0.8460757041962035,0.49617669880390136,46.73139572143555,8.700000151991844,1.5000000447034836,0.21541853704873648,0.21427415116321707,map_tf,controller_log,0.298,2225,1780,85,834,1683,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed12
