method,run,success,arrival_time_s,total_time_s,path_length_m,tracking_rmse_m,smooth_vx,smooth_vy,smooth_wz,jerk_vx,jerk_vy,jerk_wz,min_clearance_m,collision_count,collided,clearance_source,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,goal_xy_x,goal_xy_y,final_dist_to_goal_m,min_dist_to_goal_m,pose_source,success_source,controller_arrival_dist_m,n_odom,n_cmd,n_plan,n_obstacles,n_solve_time,bag
gmpc_cbf,scan_seed1,True,87.59723258018494,90.38931369781494,21.183632379837704,0.10797171154720542,0.12600479078207058,0.12116553108226528,0.42983535403086226,0.8002632405270058,0.6002697943700874,1.2012728870533527,-0.11654107896510502,2,True,gt_pose+static,4.286183985912715,33.12849044799805,71.77523040771484,6.600000165402889,6.600000165402889,0.27240169891672295,0.27090377572958513,map_tf,controller_log,0.296,2586,1839,58,819,1701,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed1
gmpc_cbf,scan_seed2,False,nan,117.6275360584259,26.259623751421863,0.465507193783162,0.14691495247451125,0.15190228315825446,0.49113587466118813,0.8007514145225549,0.6007524416592106,1.202056522569526,-0.03199831365443517,4,True,gt_pose+static,14.500764101832337,58.40057983398435,230.4666748046875,6.600000165402889,6.600000165402889,6.672249277385799,4.591873669357625,map_tf,none,nan,2375,2384,52,808,1513,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed2
gmpc_cbf,scan_seed3,True,107.07851219177246,109.79008841514587,26.75154837922438,0.1549520324524314,0.15030874129620514,0.11669691503284702,0.37763621437503264,0.8009467940820859,0.6007367443652342,1.2020726500239434,-0.5224664602480926,8,True,gt_pose+static,8.004186006104893,45.12062568664549,79.78850555419922,6.600000165402889,6.600000165402889,0.2713665962104717,0.2700110656859095,map_tf,controller_log,0.299,3165,2170,36,1022,2063,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed3
gmpc_cbf,scan_seed4,True,108.04275751113892,110.83415961265564,26.087164803852247,0.14546778935714186,0.15062150730958937,0.11583359645752835,0.35069958016456454,0.8007148404855363,0.6009847339001713,1.2024545801168096,-0.2980477585351554,4,True,gt_pose+static,6.628644105027594,39.47662200927734,98.8346939086914,6.600000165402889,6.600000165402889,0.2642637437683825,0.2631790350364311,map_tf,controller_log,0.291,3230,2212,36,1048,2113,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed4
gmpc_cbf,scan_seed5,False,nan,117.52911925315857,28.990557894730205,0.15851632715124386,0.13021626336652997,0.12846243633001297,0.5093096114024125,0.8012782691516929,0.6019541636675318,1.2021285935953492,-0.009121599958761828,1,True,gt_pose+static,9.929277662660736,48.617176818847646,74.41041564941406,6.600000165402889,6.600000165402889,4.549246304954868,3.8090258598297595,map_tf,none,nan,3354,2334,36,1146,2245,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed5
gmpc_cbf,scan_seed6,True,93.3588924407959,96.08477187156677,23.132506119731502,0.14857095165871131,0.13059238632564937,0.12591865891990395,0.3906688957275249,0.8004021841045111,0.6006169549290515,1.201166568306944,-0.19609432772838514,5,True,gt_pose+static,5.380149790342068,37.8332559585571,63.05854415893555,6.600000165402889,6.600000165402889,0.2765321797958792,0.27540216767657255,map_tf,controller_log,0.297,2794,1931,60,901,1832,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed6
gmpc_cbf,scan_seed7,True,70.40448760986328,73.09292411804199,17.379726063379785,0.13334532411225558,0.13513382479569633,0.09400394372330254,0.2764654943538122,0.8003272661836203,0.600511786317238,1.200778144775575,-0.17365735133952143,3,True,gt_pose+static,7.699741133104425,43.95352954864502,84.20940399169922,6.600000165402889,6.600000165402889,0.2697405767085739,0.26860700901376555,map_tf,controller_log,0.292,2196,1509,24,712,1362,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed7
gmpc_cbf,scan_seed8,True,81.38496923446655,84.1526563167572,19.38996512527773,0.15029022340714462,0.13397161748459957,0.10903500965073007,0.3212423418259018,0.8005412195109372,0.6004700524493191,1.2022873248170216,-0.35851233006021777,4,True,gt_pose+static,6.036287528402866,40.61617698669433,65.04415893554688,6.600000165402889,6.600000165402889,0.2633380877359589,0.26205359793941596,map_tf,controller_log,0.289,2467,1680,54,814,1603,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed8
gmpc_cbf,scan_seed9,True,75.29100823402405,77.92747592926025,18.321599128805886,0.12310734475405279,0.13132526707719258,0.10745269431957805,0.34966129787880273,0.800578659732968,0.6004965117422683,1.201279776078037,-0.15341467441149997,5,True,gt_pose+static,6.845991994085766,41.919041252136225,76.93727111816406,6.600000165402889,6.600000165402889,0.2818160659109927,0.2802589497483929,map_tf,controller_log,0.298,2306,1596,26,781,1470,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed9
gmpc_cbf,scan_seed10,True,107.02298140525818,109.71237802505493,24.655985397183954,0.10944898958875994,0.13677742623547384,0.11090371224697891,0.3983626686574894,0.8005913596177257,0.6005748729592241,1.2009361141328916,-0.5014046283054973,5,True,gt_pose+static,6.946069148799937,42.832444953918454,77.60234069824219,6.600000165402889,6.600000165402889,0.27303718396530624,0.27155298412119183,map_tf,controller_log,0.295,3221,2172,35,1060,2084,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__scan_seed10
