method,run,success,arrival_time_s,total_time_s,path_length_m,tracking_rmse_m,smooth_vx,smooth_vy,smooth_wz,jerk_vx,jerk_vy,jerk_wz,min_clearance_m,collision_count,collided,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,goal_xy_x,goal_xy_y,final_dist_to_goal_m,min_dist_to_goal_m,pose_source,success_source,controller_arrival_dist_m,n_odom,n_cmd,n_plan,n_obstacles,n_solve_time,bag
gmpc,seed1,False,nan,138.45601201057434,61.30925039082446,2.0445695102578156,0.12336067337403783,0.13228686119158958,0.24008830766195138,0.4598896797601719,0.1990060180064088,0.5533104129606492,nan,0,False,0.3401201501623173,0.6363210231065747,2.7343149185180664,17.000000275671482,17.000000275671482,10.261609305006397,9.848235105374407,map_tf,none,nan,4481,3594,93,0,2770,/home/howardchen/masterthesis/evaluation/bags/gmpc__seed1
gmpc,seed2,False,nan,138.37408328056335,34.750520890733014,0.45300389159080984,0.11923698601295045,0.10387396739443235,0.356837347033191,0.5090818027217238,0.20493422168694528,0.6558813947046258,nan,0,False,0.3469540117539982,0.6213290125131609,3.073129892349243,17.000000275671482,17.000000275671482,4.5286635718085435,4.5286635718085435,map_tf,none,nan,4486,3591,117,0,2768,/home/howardchen/masterthesis/evaluation/bags/gmpc__seed2
