method,run,success,arrival_time_s,total_time_s,path_length_m,tracking_rmse_m,smooth_vx,smooth_vy,smooth_wz,jerk_vx,jerk_vy,jerk_wz,min_clearance_m,collision_count,collided,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,goal_xy_x,goal_xy_y,final_dist_to_goal_m,min_dist_to_goal_m,pose_source,success_source,controller_arrival_dist_m,n_odom,n_cmd,n_plan,n_obstacles,n_solve_time,bag
gmpc_cbf,seed1,True,134.0243444442749,136.66429042816162,30.44037108008628,0.06622304192672279,0.09304212139371403,0.04112560497781839,0.18993204543002903,0.5529902256000391,0.1924984349486267,0.6948313947044106,nan,0,False,0.3199376545269929,0.5981935054063802,3.682904005050659,17.000000275671482,17.000000275671482,0.17885887828531352,0.17885887828531352,map_tf,controller_log,0.2,4448,3559,134,0,2688,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__seed1
gmpc_cbf,seed2,True,134.25369548797607,137.05378460884094,29.88401629757754,0.04923497677482837,0.09297037578221194,0.045813180874187384,0.2045419156372978,0.5539371749985926,0.19348974990098503,0.7042894971713776,nan,0,False,0.3199327004604825,0.6140790283679962,2.083698034286499,17.000000275671482,17.000000275671482,0.17780235860258625,0.17780235860258625,map_tf,controller_log,0.196,4455,3568,270,0,2691,/home/howardchen/masterthesis/evaluation/bags/gmpc_cbf__seed2
