step,t,base_x,base_y,base_z,base_yaw_deg,cmd_joint1,cmd_joint2,cmd_joint3,cmd_joint4,cmd_joint5,cmd_joint6,q_joint1,q_joint2,q_joint3,q_joint4,q_joint5,q_joint6,qd_joint1,qd_joint2,qd_joint3,qd_joint4,qd_joint5,qd_joint6,meff_joint1,meff_joint2,meff_joint3,meff_joint4,meff_joint5,meff_joint6
144,11.93000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450133,-0.894472122,-1.570632577,0.000096838,-0.015479995,0.006048370,-0.004335881,-0.005925647,-0.001679589,0.000009,-14.337566,6.113472,0.274909,-0.536143,0.067335
145,11.94000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450132,-0.894472003,-1.570632458,0.000096949,-0.015480212,0.006046872,-0.004333479,-0.005927169,-0.001680187,0.000010,-14.337555,6.113458,0.274910,-0.536141,0.067335
146,11.95000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450137,-0.894472122,-1.570632935,0.000096826,-0.015480008,0.006048778,-0.004336214,-0.005933946,-0.001683982,0.000008,-14.337619,6.113501,0.274910,-0.536146,0.067335
147,11.96000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450143,-0.894472301,-1.570633054,0.000096799,-0.015480488,0.006049321,-0.004336604,-0.005918168,-0.001675239,0.000009,-14.337608,6.113489,0.274910,-0.536145,0.067335
148,11.97000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450147,-0.894472420,-1.570633292,0.000096797,-0.015480274,0.006049310,-0.004336522,-0.005929979,-0.001681580,0.000009,-14.337573,6.113472,0.274910,-0.536143,0.067335
149,11.98000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450144,-0.894472361,-1.570632935,0.000096949,-0.015480611,0.006047166,-0.004333263,-0.005921963,-0.001677033,0.000011,-14.337536,6.113444,0.274910,-0.536139,0.067335
150,11.99000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472539,-1.570633292,0.000096760,-0.015480267,0.006049643,-0.004337230,-0.005914228,-0.001673229,0.000007,-14.337616,6.113501,0.274909,-0.536147,0.067335
151,12.00000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450158,-0.894472778,-1.570633888,0.000096733,-0.015480273,0.006050366,-0.004337955,-0.005920060,-0.001676264,0.000009,-14.337601,6.113486,0.274910,-0.536145,0.067335
152,12.01000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450163,-0.894472957,-1.570633769,0.000096800,-0.015480343,0.006049357,-0.004336184,-0.005904195,-0.001667356,0.000009,-14.337547,6.113454,0.274910,-0.536141,0.067335
153,12.02000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450160,-0.894472957,-1.570633411,0.000096854,-0.015480142,0.006048256,-0.004334738,-0.005915874,-0.001673731,0.000009,-14.337546,6.113455,0.274910,-0.536141,0.067335
154,12.03000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450163,-0.894473016,-1.570633292,0.000096841,-0.015480524,0.006048462,-0.004335427,-0.005898977,-0.001664818,0.000010,-14.337591,6.113481,0.274910,-0.536143,0.067335
155,12.04000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450164,-0.894473016,-1.570633054,0.000096868,-0.015480477,0.006048164,-0.004335060,-0.005923068,-0.001677876,0.000010,-14.337584,6.113477,0.274910,-0.536143,0.067335
156,12.05000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450167,-0.894473135,-1.570632935,0.000094854,-0.015486538,0.006074318,-0.004381668,-0.004423451,-0.000872003,0.000009,-14.337570,6.113466,0.274910,-0.536142,0.067335
157,12.06000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450159,-0.894472957,-1.570632577,0.000094944,-0.015486645,0.006072829,-0.004379812,-0.004418705,-0.000869492,0.000010,-14.337543,6.113452,0.274910,-0.536140,0.067335
158,12.07000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472837,-1.570632339,0.000094880,-0.015486648,0.006073686,-0.004381171,-0.004422211,-0.000871528,0.000008,-14.337601,6.113489,0.274910,-0.536145,0.067335
159,12.08000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472659,-1.570632100,0.000094933,-0.015486776,0.006072822,-0.004380120,-0.004418963,-0.000869831,0.000010,-14.337557,6.113460,0.274910,-0.536141,0.067335
160,12.09000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450147,-0.894472659,-1.570631862,0.000096823,-0.015480503,0.006048006,-0.004335785,-0.005900426,-0.001666218,0.000008,-14.337595,6.113486,0.274909,-0.536145,0.067335
161,12.10000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472659,-1.570632577,0.000096795,-0.015480474,0.006048553,-0.004336671,-0.005923662,-0.001678936,0.000009,-14.337603,6.113490,0.274909,-0.536145,0.067335
162,12.11000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450151,-0.894472659,-1.570632458,0.000096858,-0.015480534,0.006047827,-0.004335141,-0.005911372,-0.001671873,0.000009,-14.337558,6.113460,0.274910,-0.536141,0.067335
163,12.12000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450152,-0.894472659,-1.570632339,0.000096843,-0.015480445,0.006048017,-0.004335445,-0.005916271,-0.001674573,0.000009,-14.337580,6.113476,0.274909,-0.536143,0.067335
164,12.13000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450154,-0.894472659,-1.570632815,0.000096805,-0.015480420,0.006048667,-0.004336450,-0.005920729,-0.001677090,0.000009,-14.337596,6.113483,0.274909,-0.536144,0.067335
165,12.14000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450154,-0.894472539,-1.570632577,0.000096885,-0.015479991,0.006047703,-0.004334778,-0.005920650,-0.001676770,0.000010,-14.337532,6.113450,0.274909,-0.536140,0.067335
166,12.15000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472599,-1.570632458,0.000096816,-0.015480431,0.006048538,-0.004336095,-0.005910437,-0.001671368,0.000009,-14.337614,6.113492,0.274910,-0.536145,0.067335
167,12.16000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450154,-0.894472480,-1.570632458,0.000096870,-0.015480290,0.006047658,-0.004334863,-0.005927140,-0.001680412,0.000009,-14.337559,6.113464,0.274910,-0.536141,0.067335
168,12.17000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450155,-0.894472420,-1.570632339,0.000096840,-0.015480433,0.006048108,-0.004335556,-0.005912497,-0.001672501,0.000009,-14.337587,6.113478,0.274910,-0.536144,0.067335
169,12.18000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450154,-0.894472420,-1.570632577,0.000096888,-0.015480629,0.006047663,-0.004334806,-0.005930594,-0.001682248,0.000010,-14.337587,6.113478,0.274910,-0.536143,0.067335
170,12.19000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450157,-0.894472539,-1.570632458,0.000096807,-0.015480438,0.006048784,-0.004336338,-0.005909385,-0.001670759,0.000008,-14.337583,6.113478,0.274910,-0.536144,0.067335
171,12.20000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450154,-0.894472480,-1.570632577,0.000096939,-0.015480686,0.006046855,-0.004333665,-0.005928412,-0.001681000,0.000011,-14.337552,6.113456,0.274910,-0.536141,0.067335
172,12.21000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450157,-0.894472539,-1.570632935,0.000096794,-0.015480334,0.006049003,-0.004336664,-0.005924394,-0.001678913,0.000007,-14.337610,6.113497,0.274909,-0.536146,0.067335
173,12.22000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450154,-0.894472420,-1.570632696,0.000096912,-0.015480488,0.006047479,-0.004334133,-0.005922419,-0.001677562,0.000010,-14.337547,6.113452,0.274910,-0.536140,0.067335
174,12.23000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450157,-0.894472539,-1.570632815,0.000096809,-0.015480382,0.006048894,-0.004336317,-0.005919110,-0.001675965,0.000008,-14.337603,6.113490,0.274910,-0.536145,0.067335
175,12.24000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472480,-1.570632696,0.000096886,-0.015480498,0.006047773,-0.004334670,-0.005921815,-0.001677319,0.000010,-14.337559,6.113459,0.274910,-0.536141,0.067335
176,12.25000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450158,-0.894472539,-1.570632577,0.000096843,-0.015480488,0.006048341,-0.004335615,-0.005917539,-0.001675102,0.000009,-14.337591,6.113481,0.274910,-0.536144,0.067335
177,12.26000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472480,-1.570632577,0.000096888,-0.015480538,0.006047645,-0.004334677,-0.005929494,-0.001681548,0.000010,-14.337570,6.113466,0.274910,-0.536142,0.067335
178,12.27000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450158,-0.894472539,-1.570632815,0.000096817,-0.015480388,0.006048644,-0.004336184,-0.005918168,-0.001675516,0.000008,-14.337587,6.113481,0.274909,-0.536144,0.067335
179,12.28000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450158,-0.894472539,-1.570632815,0.000096901,-0.015480097,0.006047755,-0.004334771,-0.005930849,-0.001682204,0.000010,-14.337547,6.113457,0.274909,-0.536141,0.067335
180,12.29000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450161,-0.894472659,-1.570632577,0.000096798,-0.015479900,0.006048928,-0.004336573,-0.005905572,-0.001668697,0.000007,-14.337578,6.113478,0.274909,-0.536143,0.067335
181,12.30000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450160,-0.894472659,-1.570632815,0.000096898,-0.015480287,0.006047707,-0.004334964,-0.005923527,-0.001678441,0.000012,-14.337577,6.113470,0.274910,-0.536142,0.067335
182,12.31000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450164,-0.894472837,-1.570632696,0.000094823,-0.015485970,0.006074737,-0.004382521,-0.004425191,-0.000873019,0.000007,-14.337573,6.113473,0.274910,-0.536143,0.067335
183,12.32000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450155,-0.894472718,-1.570632339,0.000097019,-0.015480177,0.006045804,-0.004332149,-0.005940279,-0.001687324,0.000011,-14.337538,6.113446,0.274910,-0.536139,0.067335
184,12.33000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450156,-0.894472718,-1.570632219,0.000094875,-0.015486234,0.006073796,-0.004381582,-0.004421628,-0.000871324,0.000008,-14.337599,6.113488,0.274910,-0.536145,0.067335
185,12.34000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450148,-0.894472420,-1.570631981,0.000094940,-0.015486268,0.006072699,-0.004380203,-0.004418805,-0.000869845,0.000010,-14.337549,6.113456,0.274909,-0.536140,0.067335
186,12.35000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450144,-0.894472361,-1.570631742,0.000096858,-0.015480145,0.006047552,-0.004335317,-0.005900351,-0.001666214,0.000008,-14.337591,6.113485,0.274909,-0.536144,0.067335
187,12.36000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450148,-0.894472420,-1.570632577,0.000096800,-0.015479989,0.006048671,-0.004336877,-0.005936660,-0.001685940,0.000009,-14.337620,6.113502,0.274910,-0.536146,0.067335
188,12.37000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450147,-0.894472361,-1.570632458,0.000094918,-0.015486177,0.006073251,-0.004380406,-0.004424149,-0.000872436,0.000010,-14.337532,6.113443,0.274910,-0.536139,0.067335
189,12.38000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450140,-0.894472122,-1.570632219,0.000094980,-0.015486349,0.006072409,-0.004379309,-0.004419477,-0.000869880,0.000010,-14.337561,6.113463,0.274909,-0.536142,0.067335
190,12.39000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450136,-0.894472003,-1.570631981,0.000096888,-0.015480110,0.006047475,-0.004334746,-0.005911708,-0.001672096,0.000008,-14.337599,6.113491,0.274909,-0.536145,0.067335
191,12.40000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450138,-0.894472063,-1.570632458,0.000094806,-0.015486183,0.006074887,-0.004383198,-0.004419043,-0.000870030,0.000010,-14.337608,6.113491,0.274910,-0.536145,0.067335
192,12.41000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450137,-0.894472003,-1.570632219,0.000096864,-0.015480065,0.006047959,-0.004335252,-0.005910416,-0.001671318,0.000009,-14.337557,6.113462,0.274910,-0.536142,0.067335
193,12.42000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450136,-0.894472003,-1.570632100,0.000094860,-0.015486310,0.006074272,-0.004382050,-0.004419580,-0.000870116,0.000010,-14.337586,6.113479,0.274910,-0.536144,0.067335
194,12.43000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450137,-0.894472063,-1.570632458,0.000096808,-0.015479948,0.006048730,-0.004336618,-0.005917008,-0.001675063,0.000008,-14.337583,6.113479,0.274909,-0.536144,0.067335
195,12.44000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450145,-0.894472182,-1.570633173,0.000096782,-0.015479993,0.006049623,-0.004337435,-0.005942086,-0.001688432,0.000009,-14.337618,6.113498,0.274910,-0.536146,0.067335
196,12.45000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450149,-0.894472301,-1.570632935,0.000096842,-0.015480130,0.006048920,-0.004336096,-0.005908935,-0.001670202,0.000010,-14.337545,6.113454,0.274910,-0.536141,0.067335
197,12.46000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450156,-0.894472420,-1.570633531,0.000096780,-0.015479839,0.006049701,-0.004337278,-0.005934403,-0.001684132,0.000008,-14.337595,6.113488,0.274909,-0.536145,0.067335
198,12.47000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450150,-0.894472301,-1.570633292,0.000097003,-0.015480252,0.006046598,-0.004332419,-0.005921257,-0.001676530,0.000012,-14.337513,6.113430,0.274910,-0.536138,0.067335
199,12.48000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450156,-0.894472420,-1.570633531,0.000096779,-0.015479772,0.006049801,-0.004337183,-0.005926284,-0.001679560,0.000007,-14.337634,6.113514,0.274909,-0.536148,0.067335
200,12.49000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450150,-0.894472241,-1.570633292,0.000097009,-0.015480261,0.006046398,-0.004332157,-0.005912687,-0.001671907,0.000012,-14.337509,6.113427,0.274910,-0.536137,0.067335
201,12.50000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450157,-0.894472420,-1.570633650,0.000096800,-0.015479924,0.006049627,-0.004336821,-0.005936957,-0.001685261,0.000007,-14.337656,6.113523,0.274909,-0.536149,0.067335
202,12.51000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450152,-0.894472301,-1.570633292,0.000096986,-0.015480239,0.006047044,-0.004332974,-0.005923698,-0.001677830,0.000011,-14.337521,6.113437,0.274910,-0.536138,0.067335
203,12.52000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450156,-0.894472420,-1.570633173,0.000096835,-0.015479944,0.006049069,-0.004336088,-0.005919916,-0.001676093,0.000007,-14.337606,6.113496,0.274909,-0.536146,0.067335
204,12.53000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450155,-0.894472480,-1.570632935,0.000096894,-0.015479965,0.006048079,-0.004334830,-0.005929649,-0.001681390,0.000010,-14.337561,6.113462,0.274909,-0.536141,0.067335
205,12.54000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472480,-1.570632815,0.000096869,-0.015480042,0.006047970,-0.004335061,-0.005902127,-0.001666683,0.000008,-14.337564,6.113464,0.274910,-0.536142,0.067335
206,12.55000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450155,-0.894472480,-1.570632815,0.000096896,-0.015480524,0.006047860,-0.004334600,-0.005945922,-0.001690268,0.000010,-14.337626,6.113500,0.274910,-0.536146,0.067335
207,12.56000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450157,-0.894472599,-1.570632815,0.000094864,-0.015486587,0.006074209,-0.004381470,-0.004423490,-0.000871976,0.000009,-14.337560,6.113462,0.274910,-0.536142,0.067335
208,12.57000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450146,-0.894472241,-1.570632458,0.000095034,-0.015486903,0.006071664,-0.004377904,-0.004420246,-0.000870097,0.000011,-14.337524,6.113439,0.274910,-0.536139,0.067335
209,12.58000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450144,-0.894472182,-1.570632100,0.000096800,-0.015480300,0.006048618,-0.004336092,-0.005910640,-0.001671422,0.000006,-14.337624,6.113510,0.274909,-0.536148,0.067335
210,12.59000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472241,-1.570633054,0.000096760,-0.015480319,0.006049683,-0.004337710,-0.005948503,-0.001692099,0.000010,-14.337626,6.113503,0.274910,-0.536147,0.067335
211,12.60000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450142,-0.894472063,-1.570632696,0.000097003,-0.015480710,0.006046224,-0.004332131,-0.005916694,-0.001674225,0.000011,-14.337492,6.113417,0.274910,-0.536136,0.067335
212,12.61000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450147,-0.894472122,-1.570633292,0.000096841,-0.015480027,0.006048933,-0.004336258,-0.005947423,-0.001691166,0.000008,-14.337626,6.113510,0.274909,-0.536148,0.067335
213,12.62000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450152,-0.894472241,-1.570633411,0.000096807,-0.015480572,0.006049513,-0.004336632,-0.005916670,-0.001674246,0.000009,-14.337605,6.113485,0.274911,-0.536145,0.067335
214,12.63000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472301,-1.570633411,0.000096802,-0.015480345,0.006049598,-0.004336546,-0.005935732,-0.001684513,0.000008,-14.337577,6.113476,0.274910,-0.536144,0.067335
215,12.64000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450152,-0.894472241,-1.570633173,0.000096943,-0.015480537,0.006047430,-0.004333518,-0.005925265,-0.001678740,0.000011,-14.337528,6.113441,0.274910,-0.536139,0.067335
216,12.65000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472420,-1.570632935,0.000096786,-0.015480366,0.006049504,-0.004336758,-0.005909819,-0.001670672,0.000008,-14.337606,6.113494,0.274910,-0.536146,0.067335
217,12.66000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450162,-0.894472539,-1.570633531,0.000096767,-0.015480326,0.006049753,-0.004337343,-0.005925620,-0.001679346,0.000009,-14.337590,6.113482,0.274909,-0.536144,0.067335
218,12.67000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450166,-0.894472599,-1.570633650,0.000096783,-0.015480319,0.006049722,-0.004336901,-0.005919328,-0.001675680,0.000009,-14.337572,6.113471,0.274910,-0.536143,0.067335
219,12.68000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450160,-0.894472420,-1.570633292,0.000096987,-0.015480598,0.006046676,-0.004332470,-0.005918592,-0.001675057,0.000011,-14.337515,6.113432,0.274910,-0.536138,0.067335
