step,t,base_x,base_y,base_z,base_yaw_deg,cmd_joint1,cmd_joint2,cmd_joint3,cmd_joint4,cmd_joint5,cmd_joint6,q_joint1,q_joint2,q_joint3,q_joint4,q_joint5,q_joint6,qd_joint1,qd_joint2,qd_joint3,qd_joint4,qd_joint5,qd_joint6,meff_joint1,meff_joint2,meff_joint3,meff_joint4,meff_joint5,meff_joint6
68,11.17000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894472659,-1.570632339,0.000094908,-0.015486121,0.006072953,-0.004380400,-0.004420633,-0.000870730,0.000009,-14.337574,6.113471,0.274910,-0.536143,0.067335
69,11.18000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472599,-1.570632100,0.000094890,-0.015486063,0.006073250,-0.004380855,-0.004420110,-0.000870490,0.000009,-14.337576,6.113476,0.274909,-0.536143,0.067335
70,11.19000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450141,-0.894472480,-1.570631862,0.000096853,-0.015479964,0.006047292,-0.004334968,-0.005896631,-0.001664220,0.000008,-14.337570,6.113471,0.274909,-0.536143,0.067335
71,11.20000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472539,-1.570632696,0.000096796,-0.015479762,0.006048400,-0.004336447,-0.005941849,-0.001688743,0.000009,-14.337627,6.113504,0.274910,-0.536147,0.067335
72,11.21000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472480,-1.570632577,0.000096869,-0.015479926,0.006047429,-0.004334520,-0.005902081,-0.001666820,0.000009,-14.337536,6.113448,0.274910,-0.536140,0.067335
73,11.22000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472539,-1.570633173,0.000096808,-0.015479807,0.006048621,-0.004336161,-0.005932987,-0.001683580,0.000009,-14.337620,6.113501,0.274910,-0.536146,0.067335
74,11.23000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472480,-1.570633054,0.000094912,-0.015486000,0.006073362,-0.004380167,-0.004423724,-0.000871943,0.000010,-14.337538,6.113446,0.274910,-0.536140,0.067335
75,11.24000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450142,-0.894472241,-1.570632696,0.000094988,-0.015486164,0.006072264,-0.004378640,-0.004419952,-0.000869881,0.000010,-14.337553,6.113459,0.274909,-0.536141,0.067335
76,11.25000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450139,-0.894472182,-1.570632458,0.000096829,-0.015479831,0.006048214,-0.004335581,-0.005908838,-0.001670407,0.000007,-14.337616,6.113501,0.274909,-0.536147,0.067335
77,11.26000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450139,-0.894472122,-1.570632458,0.000096895,-0.015479945,0.006047355,-0.004334290,-0.005939911,-0.001687187,0.000010,-14.337580,6.113473,0.274910,-0.536143,0.067335
78,11.27000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450142,-0.894472241,-1.570632696,0.000096817,-0.015479823,0.006048402,-0.004335945,-0.005914595,-0.001673615,0.000009,-14.337578,6.113478,0.274909,-0.536143,0.067335
79,11.28000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450140,-0.894472241,-1.570632696,0.000096890,-0.015479689,0.006047493,-0.004334291,-0.005946749,-0.001690779,0.000010,-14.337566,6.113468,0.274910,-0.536142,0.067335
80,11.29000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450142,-0.894472361,-1.570632577,0.000096829,-0.015479882,0.006048143,-0.004335438,-0.005899433,-0.001665317,0.000009,-14.337574,6.113471,0.274910,-0.536143,0.067335
81,11.30000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450153,-0.894472539,-1.570633650,0.000096722,-0.015479736,0.006050279,-0.004338439,-0.005943887,-0.001689517,0.000010,-14.337650,6.113520,0.274909,-0.536149,0.067335
82,11.31000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450144,-0.894472182,-1.570633411,0.000095084,-0.015486870,0.006071349,-0.004376614,-0.004426120,-0.000872738,0.000012,-14.337490,6.113410,0.274911,-0.536135,0.067335
83,11.32000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450142,-0.894472241,-1.570633054,0.000096840,-0.015480670,0.006048833,-0.004335640,-0.005894718,-0.001662286,0.000007,-14.337650,6.113521,0.274909,-0.536149,0.067335
84,11.33000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450151,-0.894472361,-1.570633769,0.000096784,-0.015480376,0.006049897,-0.004337179,-0.005949331,-0.001692018,0.000009,-14.337626,6.113503,0.274910,-0.536147,0.067335
85,11.34000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450153,-0.894472480,-1.570633531,0.000094865,-0.015486445,0.006074728,-0.004381306,-0.004425506,-0.000872543,0.000009,-14.337521,6.113440,0.274910,-0.536139,0.067335
86,11.35000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450151,-0.894472480,-1.570633292,0.000094889,-0.015486702,0.006074497,-0.004381382,-0.004422131,-0.000870863,0.000011,-14.337578,6.113473,0.274910,-0.536143,0.067335
87,11.36000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472539,-1.570632935,0.000094877,-0.015486721,0.006074462,-0.004381522,-0.004423018,-0.000871456,0.000008,-14.337577,6.113473,0.274910,-0.536143,0.067335
88,11.37000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450149,-0.894472599,-1.570632577,0.000094818,-0.015486417,0.006074846,-0.004382343,-0.004424495,-0.000872503,0.000007,-14.337568,6.113472,0.274909,-0.536143,0.067335
89,11.38000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450138,-0.894472361,-1.570632219,0.000095020,-0.015486932,0.006071789,-0.004378371,-0.004418994,-0.000869576,0.000012,-14.337522,6.113436,0.274910,-0.536138,0.067335
90,11.39000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450139,-0.894472420,-1.570632696,0.000096756,-0.015480371,0.006049167,-0.004337177,-0.005904262,-0.001668205,0.000005,-14.337634,6.113516,0.274909,-0.536148,0.067335
91,11.40000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450138,-0.894472420,-1.570632696,0.000096885,-0.015480530,0.006047845,-0.004334739,-0.005931621,-0.001682623,0.000011,-14.337570,6.113466,0.274910,-0.536142,0.067335
92,11.41000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450143,-0.894472599,-1.570632577,0.000096777,-0.015480369,0.006049091,-0.004336681,-0.005903258,-0.001667419,0.000007,-14.337579,6.113480,0.274909,-0.536144,0.067335
93,11.42000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450142,-0.894472599,-1.570632458,0.000096911,-0.015480687,0.006047302,-0.004334264,-0.005922890,-0.001677991,0.000011,-14.337561,6.113461,0.274910,-0.536141,0.067335
94,11.43000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472837,-1.570633173,0.000096692,-0.015480230,0.006050285,-0.004338731,-0.005911459,-0.001672084,0.000007,-14.337622,6.113503,0.274909,-0.536147,0.067335
95,11.44000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450158,-0.894473016,-1.570633054,0.000096750,-0.015480332,0.006049683,-0.004337325,-0.005901811,-0.001666542,0.000009,-14.337565,6.113462,0.274910,-0.536142,0.067335
96,11.45000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450156,-0.894472957,-1.570632815,0.000096865,-0.015480269,0.006047942,-0.004334913,-0.005924968,-0.001679054,0.000010,-14.337544,6.113454,0.274909,-0.536140,0.067335
97,11.46000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450152,-0.894472957,-1.570632696,0.000094935,-0.015486546,0.006072814,-0.004379709,-0.004423690,-0.000872121,0.000010,-14.337547,6.113454,0.274910,-0.536140,0.067335
98,11.47000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450141,-0.894472659,-1.570632339,0.000097038,-0.015480606,0.006045199,-0.004331206,-0.005940754,-0.001687526,0.000010,-14.337566,6.113465,0.274910,-0.536142,0.067335
99,11.48000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450143,-0.894472659,-1.570632219,0.000094836,-0.015486549,0.006074193,-0.004381987,-0.004422648,-0.000871847,0.000007,-14.337618,6.113503,0.274910,-0.536147,0.067335
100,11.49000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450135,-0.894472480,-1.570631862,0.000094951,-0.015486820,0.006072488,-0.004379713,-0.004420496,-0.000870660,0.000011,-14.337544,6.113453,0.274910,-0.536140,0.067335
101,11.50000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450133,-0.894472301,-1.570631623,0.000094846,-0.015486587,0.006073744,-0.004381748,-0.004422199,-0.000871781,0.000008,-14.337595,6.113487,0.274909,-0.536145,0.067335
102,11.51000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450125,-0.894472182,-1.570631504,0.000094940,-0.015486803,0.006072369,-0.004379841,-0.004420480,-0.000870844,0.000011,-14.337553,6.113455,0.274910,-0.536141,0.067335
103,11.52000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450122,-0.894472063,-1.570631742,0.000096829,-0.015480435,0.006047744,-0.004335661,-0.005913834,-0.001673646,0.000007,-14.337600,6.113492,0.274909,-0.536145,0.067335
104,11.53000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450125,-0.894472122,-1.570632219,0.000096877,-0.015480083,0.006047561,-0.004335045,-0.005948397,-0.001692103,0.000010,-14.337580,6.113476,0.274909,-0.536143,0.067335
105,11.54000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450128,-0.894472122,-1.570632458,0.000096843,-0.015480052,0.006048164,-0.004335740,-0.005918438,-0.001675769,0.000009,-14.337570,6.113472,0.274910,-0.536143,0.067335
106,11.55000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450129,-0.894472063,-1.570632458,0.000096927,-0.015480145,0.006047147,-0.004333942,-0.005934339,-0.001684122,0.000010,-14.337568,6.113465,0.274910,-0.536142,0.067335
107,11.56000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450133,-0.894472122,-1.570632815,0.000096811,-0.015479935,0.006048847,-0.004336458,-0.005921703,-0.001677419,0.000008,-14.337596,6.113489,0.274909,-0.536145,0.067335
108,11.57000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450142,-0.894472241,-1.570633411,0.000096756,-0.015479915,0.006049989,-0.004337838,-0.005925110,-0.001679147,0.000009,-14.337605,6.113493,0.274910,-0.536146,0.067335
109,11.58000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450146,-0.894472301,-1.570633173,0.000096801,-0.015479797,0.006049432,-0.004336543,-0.005916604,-0.001674218,0.000009,-14.337553,6.113457,0.274910,-0.536141,0.067335
110,11.59000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450153,-0.894472420,-1.570633650,0.000096783,-0.015479956,0.006049871,-0.004337430,-0.005918292,-0.001675344,0.000010,-14.337595,6.113483,0.274910,-0.536144,0.067335
111,11.60000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586844,0.000450159,-0.894472599,-1.570633411,0.000096786,-0.015479876,0.006049803,-0.004336962,-0.005910805,-0.001671061,0.000008,-14.337569,6.113469,0.274910,-0.536143,0.067335
112,11.61000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450165,-0.894472778,-1.570633650,0.000096755,-0.015479705,0.006050021,-0.004337579,-0.005916269,-0.001674206,0.000009,-14.337577,6.113475,0.274909,-0.536143,0.067335
113,11.62000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450172,-0.894473016,-1.570633411,0.000096752,-0.015479822,0.006050079,-0.004337584,-0.005903858,-0.001667410,0.000009,-14.337578,6.113473,0.274910,-0.536143,0.067335
114,11.63000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450169,-0.894472957,-1.570633173,0.000096872,-0.015479854,0.006047949,-0.004334814,-0.005909618,-0.001670609,0.000010,-14.337528,6.113441,0.274909,-0.536139,0.067335
115,11.64000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450175,-0.894473195,-1.570633054,0.000096774,-0.015479983,0.006049471,-0.004337200,-0.005898861,-0.001665014,0.000009,-14.337617,6.113495,0.274910,-0.536146,0.067335
116,11.65000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450175,-0.894473195,-1.570632815,0.000096822,-0.015479960,0.006048646,-0.004336285,-0.005904431,-0.001668099,0.000010,-14.337558,6.113460,0.274909,-0.536141,0.067335
117,11.66000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450180,-0.894473314,-1.570632696,0.000096803,-0.015480103,0.006048774,-0.004336682,-0.005897288,-0.001664400,0.000009,-14.337586,6.113477,0.274910,-0.536143,0.067335
118,11.67000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450181,-0.894473374,-1.570633292,0.000096809,-0.015479943,0.006048691,-0.004336726,-0.005910541,-0.001671681,0.000009,-14.337575,6.113470,0.274910,-0.536143,0.067335
119,11.68000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021209,1.051750183,1.724586844,0.000450185,-0.894473493,-1.570633411,0.000094835,-0.015486142,0.006074837,-0.004382624,-0.004420467,-0.000870461,0.000010,-14.337585,6.113476,0.274910,-0.536143,0.067335
120,11.69000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586844,0.000450180,-0.894473493,-1.570633054,0.000096967,-0.015480196,0.006046902,-0.004333479,-0.005929418,-0.001681356,0.000010,-14.337553,6.113455,0.274910,-0.536141,0.067335
121,11.70000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450180,-0.894473553,-1.570633054,0.000094870,-0.015486212,0.006074142,-0.004381976,-0.004419158,-0.000869906,0.000008,-14.337587,6.113480,0.274910,-0.536144,0.067335
122,11.71000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450178,-0.894473553,-1.570633054,0.000096918,-0.015480569,0.006047235,-0.004334130,-0.005935097,-0.001684620,0.000009,-14.337600,6.113483,0.274910,-0.536144,0.067335
123,11.72000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450177,-0.894473553,-1.570633054,0.000096923,-0.015480511,0.006047235,-0.004334045,-0.005945075,-0.001689966,0.000009,-14.337577,6.113476,0.274910,-0.536143,0.067335
124,11.73000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450175,-0.894473493,-1.570633054,0.000096942,-0.015480516,0.006046820,-0.004333542,-0.005937504,-0.001685871,0.000009,-14.337561,6.113464,0.274910,-0.536142,0.067335
125,11.74000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450174,-0.894473493,-1.570633411,0.000094832,-0.015486526,0.006074621,-0.004382460,-0.004419963,-0.000870280,0.000009,-14.337597,6.113485,0.274910,-0.536145,0.067335
126,11.75000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450169,-0.894473314,-1.570633054,0.000096944,-0.015480489,0.006046996,-0.004333456,-0.005934316,-0.001683951,0.000010,-14.337557,6.113461,0.274910,-0.536142,0.067335
127,11.76000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450167,-0.894473314,-1.570633054,0.000094879,-0.015486615,0.006073975,-0.004381409,-0.004419263,-0.000869819,0.000009,-14.337583,6.113476,0.274910,-0.536144,0.067335
128,11.77000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450163,-0.894473255,-1.570632696,0.000094890,-0.015486624,0.006073724,-0.004381041,-0.004419152,-0.000869725,0.000009,-14.337568,6.113470,0.274910,-0.536142,0.067335
129,11.78000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750183,1.724586725,0.000450159,-0.894473135,-1.570632458,0.000094903,-0.015486689,0.006073352,-0.004380815,-0.004419850,-0.000870265,0.000009,-14.337573,6.113470,0.274909,-0.536142,0.067335
130,11.79000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450155,-0.894473016,-1.570632339,0.000094876,-0.015486658,0.006073628,-0.004381345,-0.004419572,-0.000870247,0.000009,-14.337584,6.113477,0.274910,-0.536143,0.067335
131,11.80000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450150,-0.894472778,-1.570632219,0.000094909,-0.015486704,0.006073086,-0.004380595,-0.004419715,-0.000870315,0.000010,-14.337566,6.113466,0.274910,-0.536142,0.067335
132,11.81000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450146,-0.894472718,-1.570632100,0.000094873,-0.015486616,0.006073568,-0.004381302,-0.004421008,-0.000871028,0.000009,-14.337582,6.113480,0.274910,-0.536144,0.067335
133,11.82000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450141,-0.894472539,-1.570631981,0.000094904,-0.015486687,0.006073060,-0.004380662,-0.004419438,-0.000870191,0.000010,-14.337564,6.113466,0.274910,-0.536142,0.067335
134,11.83000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750183,1.724586725,0.000450135,-0.894472361,-1.570631742,0.000094887,-0.015486621,0.006073200,-0.004380856,-0.004422259,-0.000871725,0.000009,-14.337578,6.113474,0.274910,-0.536143,0.067335
135,11.84000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450130,-0.894472182,-1.570631504,0.000094906,-0.015486727,0.006072903,-0.004380565,-0.004421038,-0.000871144,0.000010,-14.337573,6.113470,0.274909,-0.536142,0.067335
136,11.85000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450123,-0.894472003,-1.570631266,0.000096892,-0.015480686,0.006046711,-0.004334225,-0.005899812,-0.001665992,0.000008,-14.337567,6.113468,0.274910,-0.536143,0.067335
137,11.86000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450127,-0.894472063,-1.570632339,0.000096718,-0.015480594,0.006049425,-0.004338228,-0.005892383,-0.001662232,0.000008,-14.337631,6.113511,0.274910,-0.536148,0.067335
138,11.87000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586606,0.000450135,-0.894472301,-1.570632935,0.000094720,-0.015486436,0.006076272,-0.004384697,-0.004421666,-0.000871227,0.000009,-14.337599,6.113485,0.274910,-0.536145,0.067335
139,11.88000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586606,0.000450128,-0.894472122,-1.570632696,0.000096959,-0.015481174,0.006046489,-0.004332529,-0.005898817,-0.001664616,0.000011,-14.337523,6.113432,0.274911,-0.536138,0.067335
140,11.89000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450133,-0.894472182,-1.570632935,0.000094741,-0.015486881,0.006076048,-0.004383891,-0.004423023,-0.000871764,0.000007,-14.337650,6.113522,0.274910,-0.536149,0.067335
141,11.90000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450128,-0.894472122,-1.570632696,0.000096947,-0.015480682,0.006046709,-0.004332943,-0.005902683,-0.001666730,0.000011,-14.337484,6.113418,0.274909,-0.536136,0.067335
142,11.91000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586725,0.000450132,-0.894472241,-1.570632458,0.000094811,-0.015486660,0.006075098,-0.004382736,-0.004420927,-0.000870602,0.000009,-14.337633,6.113508,0.274910,-0.536147,0.067335
143,11.92000,0.00000000,0.00000000,0.00000000,0.0000000,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021212,1.051750183,1.724586844,0.000450130,-0.894472122,-1.570632339,0.000096873,-0.015480456,0.006047770,-0.004334805,-0.005924785,-0.001679002,0.000009,-14.337547,6.113457,0.274909,-0.536141,0.067335
